@relation aggregateResults

@attribute ROWS_COLS {ROWS_ONLY,COLS_ONLY,BOTH}
@attribute FUNCTION {RawDistances,ClusterDiff,Pruning,RawPruning}
@attribute NUM_CONTEXTS numeric
@attribute NUM_CANDIDATES numeric
@attribute DIFFICULTY_TYPE {Averaged,Same,Permutation,Decrement,Increment,[weight],[color],[contents],~[weight],~[color],~[contents],Same:weight,Different:color,DecrementPattern:weight,Same:color,Same:contents,Different:contents,IncrementPattern:weight,'2 patterns','3 patterns','4 patterns','5 patterns','6 patterns','7 patterns'}
@attribute ACCURACY numeric
@attribute STD_DEV numeric

@data
ROWS_ONLY,RawPruning,3,7,[color],0.298899,0.075731
ROWS_ONLY,RawPruning,3,8,[weight],0.359172,0.119632
ROWS_ONLY,RawPruning,3,9,Increment,0.376694,0.148587
ROWS_ONLY,RawPruning,3,10,Decrement,0.289123,0.106723
COLS_ONLY,RawPruning,3,2,~[contents],0.628464,0.110783
COLS_ONLY,RawPruning,3,3,~[color],0.526908,0.110815
COLS_ONLY,RawPruning,3,4,~[weight],0.382045,0.105113
COLS_ONLY,RawPruning,3,5,[contents],0.3855,0.106387
COLS_ONLY,RawPruning,3,6,[color],0.315902,0.08733
COLS_ONLY,RawPruning,3,7,[weight],0.335828,0.110669
COLS_ONLY,RawPruning,3,8,Increment,0.326815,0.123379
COLS_ONLY,RawPruning,3,9,Decrement,0.27263,0.103016
COLS_ONLY,RawPruning,3,10,Permutation,0.222675,0.081142
BOTH,Pruning,13,2,Averaged,0.93872,0.063519
BOTH,Pruning,1,2,Different:color,0.63897,0.097787
BOTH,Pruning,1,3,Same:weight,0.472249,0.197509
BOTH,Pruning,1,4,~[contents],0.369388,0.190584
BOTH,Pruning,1,5,~[color],0.369392,0.173458
BOTH,Pruning,1,6,~[weight],0.223425,0.117525
BOTH,Pruning,1,7,[contents],0.243915,0.102866
BOTH,Pruning,1,8,[color],0.194262,0.088239
BOTH,Pruning,1,9,[weight],0.252286,0.136421
BOTH,Pruning,1,10,Increment,0.158986,0.114367
COLS_ONLY,Pruning,11,2,Decrement,0.930617,0.027921
COLS_ONLY,Pruning,11,3,Permutation,0.763962,0.093545
COLS_ONLY,Pruning,11,4,Same,0.783709,0.103334
COLS_ONLY,Pruning,11,5,Averaged,0.72525,0.113582
COLS_ONLY,ClusterDiff,14,2,Same,0.901707,0.035357
COLS_ONLY,ClusterDiff,14,3,Averaged,0.79712,0.067642
COLS_ONLY,RawPruning,13,2,Averaged,0.8035,0.041714
BOTH,RawDistances,9,2,[color],0.761972,0.053528
BOTH,RawDistances,9,3,[weight],0.726788,0.060712
BOTH,RawDistances,9,4,Increment,0.756774,0.058732
BOTH,RawDistances,9,5,Decrement,0.551526,0.075841
BOTH,RawDistances,9,6,Permutation,0.483905,0.061434
BOTH,RawDistances,9,7,Same,0.481641,0.063736
BOTH,RawDistances,9,8,Averaged,0.42222,0.059474
ROWS_ONLY,RawDistances,12,2,[weight],0.833642,0.036906
ROWS_ONLY,RawDistances,12,3,Increment,0.80254,0.046542
ROWS_ONLY,RawDistances,12,4,Decrement,0.598247,0.037488
ROWS_ONLY,RawDistances,12,5,Permutation,0.520914,0.040454
ROWS_ONLY,RawDistances,12,6,Same,0.529781,0.044319
ROWS_ONLY,RawDistances,12,7,Averaged,0.4531,0.039531
COLS_ONLY,RawDistances,3,2,DecrementPattern:weight,0.613506,0.148986
COLS_ONLY,RawDistances,3,3,Different:color,0.481769,0.08508
COLS_ONLY,RawDistances,3,4,Same:weight,0.457334,0.14114
COLS_ONLY,RawDistances,3,5,~[contents],0.352536,0.123429
COLS_ONLY,RawDistances,3,6,~[color],0.345058,0.117039
COLS_ONLY,RawDistances,3,7,~[weight],0.237879,0.09439
COLS_ONLY,RawDistances,3,8,[contents],0.265375,0.091753
COLS_ONLY,RawDistances,3,9,[color],0.228486,0.068607
COLS_ONLY,RawDistances,3,10,[weight],0.260199,0.109711
BOTH,Pruning,3,2,~[contents],0.744036,0.145589
BOTH,Pruning,3,3,~[color],0.642746,0.175152
BOTH,Pruning,3,4,~[weight],0.409192,0.184055
BOTH,Pruning,3,5,[contents],0.502236,0.162435
BOTH,Pruning,3,6,[color],0.419144,0.160871
BOTH,Pruning,3,7,[weight],0.466209,0.19068
BOTH,Pruning,3,8,Increment,0.43,0.20079
BOTH,Pruning,3,9,Decrement,0.44789,0.195318
BOTH,Pruning,3,10,Permutation,0.325609,0.152643
BOTH,RawDistances,1,2,Same:color,0.566831,0.083946
BOTH,RawDistances,1,3,DecrementPattern:weight,0.452381,0.206972
BOTH,RawDistances,1,4,Different:color,0.361192,0.09802
BOTH,RawDistances,1,5,Same:weight,0.338694,0.152531
BOTH,RawDistances,1,6,~[contents],0.281633,0.148179
BOTH,RawDistances,1,7,~[color],0.27608,0.122782
BOTH,RawDistances,1,8,~[weight],0.170515,0.084615
BOTH,RawDistances,1,9,[contents],0.191931,0.071015
BOTH,RawDistances,1,10,[color],0.166739,0.04859
COLS_ONLY,RawPruning,6,2,[contents],0.747375,0.063945
COLS_ONLY,RawPruning,6,3,[color],0.582064,0.083371
COLS_ONLY,RawPruning,6,4,[weight],0.591854,0.095487
COLS_ONLY,RawPruning,6,5,Increment,0.559113,0.10198
COLS_ONLY,RawPruning,6,6,Decrement,0.450877,0.094074
COLS_ONLY,RawPruning,6,7,Permutation,0.372156,0.087606
COLS_ONLY,RawPruning,6,8,Same,0.375842,0.08531
COLS_ONLY,RawPruning,6,9,Averaged,0.33508,0.077472
COLS_ONLY,RawDistances,16,2,Averaged,0.76127,0.022786
ROWS_ONLY,ClusterDiff,5,2,Same:weight,0.86856,0.087471
ROWS_ONLY,ClusterDiff,5,3,~[contents],0.688679,0.139272
ROWS_ONLY,ClusterDiff,5,4,~[color],0.670202,0.117837
ROWS_ONLY,ClusterDiff,5,5,~[weight],0.421136,0.167641
ROWS_ONLY,ClusterDiff,5,6,[contents],0.508306,0.122471
ROWS_ONLY,ClusterDiff,5,7,[color],0.422829,0.153584
ROWS_ONLY,ClusterDiff,5,8,[weight],0.541722,0.144842
ROWS_ONLY,ClusterDiff,5,9,Increment,0.518024,0.1535
ROWS_ONLY,ClusterDiff,5,10,Decrement,0.497143,0.127324
ROWS_ONLY,Pruning,11,2,Increment,0.954435,0.024305
ROWS_ONLY,Pruning,11,3,Decrement,0.870325,0.037384
ROWS_ONLY,Pruning,11,4,Permutation,0.727777,0.119593
ROWS_ONLY,Pruning,11,5,Same,0.749858,0.111428
ROWS_ONLY,Pruning,11,6,Averaged,0.67694,0.125943
COLS_ONLY,RawPruning,7,2,[color],0.741483,0.06377
COLS_ONLY,RawPruning,7,3,[weight],0.680066,0.064764
COLS_ONLY,RawPruning,7,4,Increment,0.643427,0.076297
COLS_ONLY,RawPruning,7,5,Decrement,0.524805,0.067343
COLS_ONLY,RawPruning,7,6,Permutation,0.433646,0.083973
COLS_ONLY,RawPruning,7,7,Same,0.42733,0.077441
COLS_ONLY,RawPruning,7,8,Averaged,0.37979,0.072319
ROWS_ONLY,ClusterDiff,16,2,Averaged,0.90087,0.036944
COLS_ONLY,ClusterDiff,13,2,Permutation,0.867506,0.044778
COLS_ONLY,ClusterDiff,13,3,Same,0.815022,0.071163
COLS_ONLY,ClusterDiff,13,4,Averaged,0.75292,0.085272
ROWS_ONLY,RawPruning,7,2,[contents],0.786306,0.053216
ROWS_ONLY,RawPruning,7,3,[color],0.616391,0.074946
ROWS_ONLY,RawPruning,7,4,[weight],0.65005,0.060452
ROWS_ONLY,RawPruning,7,5,Increment,0.658871,0.080059
ROWS_ONLY,RawPruning,7,6,Decrement,0.529123,0.065003
ROWS_ONLY,RawPruning,7,7,Permutation,0.418792,0.066045
ROWS_ONLY,RawPruning,7,8,Same,0.431127,0.073681
ROWS_ONLY,RawPruning,7,9,Averaged,0.38231,0.064236
COLS_ONLY,Pruning,6,2,~[weight],0.683561,0.13143
COLS_ONLY,Pruning,6,3,[contents],0.663819,0.111743
COLS_ONLY,Pruning,6,4,[color],0.603272,0.144901
COLS_ONLY,Pruning,6,5,[weight],0.713675,0.117597
COLS_ONLY,Pruning,6,6,Increment,0.604194,0.160479
COLS_ONLY,Pruning,6,7,Decrement,0.610097,0.138431
COLS_ONLY,Pruning,6,8,Permutation,0.459086,0.138688
COLS_ONLY,Pruning,6,9,Same,0.494059,0.138454
COLS_ONLY,Pruning,6,10,Averaged,0.45284,0.144216
COLS_ONLY,RawDistances,11,2,[weight],0.781341,0.039371
COLS_ONLY,RawDistances,11,3,Increment,0.720605,0.052357
COLS_ONLY,RawDistances,11,4,Decrement,0.548409,0.053395
COLS_ONLY,RawDistances,11,5,Permutation,0.468747,0.049471
COLS_ONLY,RawDistances,11,6,Same,0.457451,0.049539
COLS_ONLY,RawDistances,11,7,Averaged,0.40519,0.045017
ROWS_ONLY,RawPruning,2,2,Different:color,0.635697,0.072627
ROWS_ONLY,RawPruning,2,3,Same:weight,0.542119,0.131651
ROWS_ONLY,RawPruning,2,4,~[contents],0.406286,0.136957
ROWS_ONLY,RawPruning,2,5,~[color],0.393873,0.114625
ROWS_ONLY,RawPruning,2,6,~[weight],0.235783,0.098209
ROWS_ONLY,RawPruning,2,7,[contents],0.290097,0.090294
ROWS_ONLY,RawPruning,2,8,[color],0.233731,0.06773
ROWS_ONLY,RawPruning,2,9,[weight],0.286838,0.113066
ROWS_ONLY,RawPruning,2,10,Increment,0.282782,0.133232
COLS_ONLY,ClusterDiff,2,2,DecrementPattern:weight,0.735162,0.14847
COLS_ONLY,ClusterDiff,2,3,Different:color,0.47585,0.123394
COLS_ONLY,ClusterDiff,2,4,Same:weight,0.53,0.183046
COLS_ONLY,ClusterDiff,2,5,~[contents],0.43925,0.193426
COLS_ONLY,ClusterDiff,2,6,~[color],0.387514,0.182257
COLS_ONLY,ClusterDiff,2,7,~[weight],0.247071,0.121141
COLS_ONLY,ClusterDiff,2,8,[contents],0.263653,0.101689
COLS_ONLY,ClusterDiff,2,9,[color],0.236453,0.106636
COLS_ONLY,ClusterDiff,2,10,[weight],0.295861,0.168296
COLS_ONLY,RawDistances,7,2,~[color],0.729855,0.066516
COLS_ONLY,RawDistances,7,3,~[weight],0.475808,0.089133
COLS_ONLY,RawDistances,7,4,[contents],0.518431,0.072227
COLS_ONLY,RawDistances,7,5,[color],0.441774,0.073528
COLS_ONLY,RawDistances,7,6,[weight],0.465464,0.075077
COLS_ONLY,RawDistances,7,7,Increment,0.501855,0.088252
COLS_ONLY,RawDistances,7,8,Decrement,0.376721,0.076643
COLS_ONLY,RawDistances,7,9,Permutation,0.310835,0.061225
COLS_ONLY,RawDistances,7,10,Same,0.322188,0.06349
BOTH,Pruning,8,2,[weight],0.94,0.047716
BOTH,Pruning,8,3,Increment,0.844839,0.096521
BOTH,Pruning,8,4,Decrement,0.83474,0.096472
BOTH,Pruning,8,5,Permutation,0.692562,0.153041
BOTH,Pruning,8,6,Same,0.685777,0.148641
BOTH,Pruning,8,7,Averaged,0.62454,0.174126
BOTH,ClusterDiff,6,2,~[weight],0.711061,0.137211
BOTH,ClusterDiff,6,3,[contents],0.7035,0.132022
BOTH,ClusterDiff,6,4,[color],0.626789,0.157022
BOTH,ClusterDiff,6,5,[weight],0.733858,0.126535
BOTH,ClusterDiff,6,6,Increment,0.659274,0.166253
BOTH,ClusterDiff,6,7,Decrement,0.619545,0.13537
BOTH,ClusterDiff,6,8,Permutation,0.503115,0.170283
BOTH,ClusterDiff,6,9,Same,0.522101,0.166085
BOTH,ClusterDiff,6,10,Averaged,0.49507,0.171311
COLS_ONLY,Pruning,9,2,[weight],0.929487,0.039006
COLS_ONLY,Pruning,9,3,Increment,0.825806,0.090325
COLS_ONLY,Pruning,9,4,Decrement,0.830584,0.075551
COLS_ONLY,Pruning,9,5,Permutation,0.670113,0.123644
COLS_ONLY,Pruning,9,6,Same,0.68174,0.131783
COLS_ONLY,Pruning,9,7,Averaged,0.61241,0.150605
COLS_ONLY,Pruning,10,2,Increment,0.943185,0.040458
COLS_ONLY,Pruning,10,3,Decrement,0.860909,0.045431
COLS_ONLY,Pruning,10,4,Permutation,0.709481,0.110799
COLS_ONLY,Pruning,10,5,Same,0.721849,0.107178
COLS_ONLY,Pruning,10,6,Averaged,0.65842,0.123852
BOTH,RawPruning,12,2,Averaged,0.8415,0.03618
BOTH,ClusterDiff,7,2,[contents],0.851403,0.079462
BOTH,ClusterDiff,7,3,[color],0.72422,0.131418
BOTH,ClusterDiff,7,4,[weight],0.811838,0.081343
BOTH,ClusterDiff,7,5,Increment,0.806008,0.109644
BOTH,ClusterDiff,7,6,Decrement,0.738182,0.090009
BOTH,ClusterDiff,7,7,Permutation,0.566264,0.176641
BOTH,ClusterDiff,7,8,Same,0.596116,0.159609
BOTH,ClusterDiff,7,9,Averaged,0.54993,0.175311
ROWS_ONLY,Pruning,14,2,Same,0.932101,0.046895
ROWS_ONLY,Pruning,14,3,Averaged,0.83832,0.07961
COLS_ONLY,RawPruning,12,2,Same,0.813556,0.040266
COLS_ONLY,RawPruning,12,3,Averaged,0.66756,0.048609
ROWS_ONLY,RawDistances,13,2,Increment,0.925121,0.0258
ROWS_ONLY,RawDistances,13,3,Decrement,0.696201,0.038693
ROWS_ONLY,RawDistances,13,4,Permutation,0.583612,0.041048
ROWS_ONLY,RawDistances,13,5,Same,0.568414,0.04412
ROWS_ONLY,RawDistances,13,6,Averaged,0.51315,0.040533
COLS_ONLY,RawDistances,6,2,~[contents],0.679821,0.075574
COLS_ONLY,RawDistances,6,3,~[color],0.570289,0.091464
COLS_ONLY,RawDistances,6,4,~[weight],0.410076,0.098155
COLS_ONLY,RawDistances,6,5,[contents],0.43875,0.086075
COLS_ONLY,RawDistances,6,6,[color],0.365612,0.073577
COLS_ONLY,RawDistances,6,7,[weight],0.408659,0.093274
COLS_ONLY,RawDistances,6,8,Increment,0.426935,0.10428
COLS_ONLY,RawDistances,6,9,Decrement,0.311558,0.093215
COLS_ONLY,RawDistances,6,10,Permutation,0.263725,0.063768
BOTH,Pruning,6,2,[contents],0.842542,0.095992
BOTH,Pruning,6,3,[color],0.700459,0.148071
BOTH,Pruning,6,4,[weight],0.797351,0.113215
BOTH,Pruning,6,5,Increment,0.761411,0.138226
BOTH,Pruning,6,6,Decrement,0.738766,0.139645
BOTH,Pruning,6,7,Permutation,0.53728,0.194039
BOTH,Pruning,6,8,Same,0.563042,0.177507
BOTH,Pruning,6,9,Averaged,0.52888,0.192704
ROWS_ONLY,RawDistances,14,2,Decrement,0.787435,0.027599
ROWS_ONLY,RawDistances,14,3,Permutation,0.653702,0.029097
ROWS_ONLY,RawDistances,14,4,Same,0.627713,0.033049
ROWS_ONLY,RawDistances,14,5,Averaged,0.54637,0.032673
COLS_ONLY,RawPruning,10,2,Decrement,0.790617,0.039984
COLS_ONLY,RawPruning,10,3,Permutation,0.641321,0.063084
COLS_ONLY,RawPruning,10,4,Same,0.609453,0.070535
COLS_ONLY,RawPruning,10,5,Averaged,0.52647,0.06135
BOTH,RawDistances,2,2,DecrementPattern:weight,0.643214,0.193587
BOTH,RawDistances,2,3,Different:color,0.4875,0.091197
BOTH,RawDistances,2,4,Same:weight,0.477732,0.162575
BOTH,RawDistances,2,5,~[contents],0.365607,0.15632
BOTH,RawDistances,2,6,~[color],0.368006,0.136176
BOTH,RawDistances,2,7,~[weight],0.221338,0.099818
BOTH,RawDistances,2,8,[contents],0.264403,0.094824
BOTH,RawDistances,2,9,[color],0.225566,0.075193
BOTH,RawDistances,2,10,[weight],0.277252,0.127473
ROWS_ONLY,Pruning,6,2,~[color],0.839653,0.08585
ROWS_ONLY,Pruning,6,3,~[weight],0.533763,0.180484
ROWS_ONLY,Pruning,6,4,[contents],0.625958,0.117866
ROWS_ONLY,Pruning,6,5,[color],0.57104,0.150332
ROWS_ONLY,Pruning,6,6,[weight],0.653245,0.130077
ROWS_ONLY,Pruning,6,7,Increment,0.542339,0.169438
ROWS_ONLY,Pruning,6,8,Decrement,0.551071,0.129443
ROWS_ONLY,Pruning,6,9,Permutation,0.423431,0.144455
ROWS_ONLY,Pruning,6,10,Same,0.472779,0.141674
COLS_ONLY,RawDistances,12,2,Increment,0.860363,0.043165
COLS_ONLY,RawDistances,12,3,Decrement,0.629968,0.059683
COLS_ONLY,RawDistances,12,4,Permutation,0.53193,0.042455
COLS_ONLY,RawDistances,12,5,Same,0.512385,0.049608
COLS_ONLY,RawDistances,12,6,Averaged,0.44118,0.043361
ROWS_ONLY,ClusterDiff,14,2,Permutation,0.88281,0.044542
ROWS_ONLY,ClusterDiff,14,3,Same,0.821696,0.057024
ROWS_ONLY,ClusterDiff,14,4,Averaged,0.77126,0.082335
ROWS_ONLY,RawPruning,13,2,Same,0.840427,0.042328
ROWS_ONLY,RawPruning,13,3,Averaged,0.70173,0.05337
BOTH,ClusterDiff,11,2,Decrement,0.91526,0.031803
BOTH,ClusterDiff,11,3,Permutation,0.790982,0.093513
BOTH,ClusterDiff,11,4,Same,0.783775,0.101156
BOTH,ClusterDiff,11,5,Averaged,0.73869,0.113095
COLS_ONLY,Pruning,3,2,Same:weight,0.797185,0.134962
COLS_ONLY,Pruning,3,3,~[contents],0.586,0.18072
COLS_ONLY,Pruning,3,4,~[color],0.582688,0.15196
COLS_ONLY,Pruning,3,5,~[weight],0.345682,0.143826
COLS_ONLY,Pruning,3,6,[contents],0.407056,0.127461
COLS_ONLY,Pruning,3,7,[color],0.335703,0.140371
COLS_ONLY,Pruning,3,8,[weight],0.422252,0.180228
COLS_ONLY,Pruning,3,9,Increment,0.391935,0.150122
COLS_ONLY,Pruning,3,10,Decrement,0.406558,0.18518
ROWS_ONLY,RawDistances,8,2,~[color],0.764306,0.052476
ROWS_ONLY,RawDistances,8,3,~[weight],0.495025,0.07095
ROWS_ONLY,RawDistances,8,4,[contents],0.557792,0.056749
ROWS_ONLY,RawDistances,8,5,[color],0.476789,0.064067
ROWS_ONLY,RawDistances,8,6,[weight],0.540795,0.079946
ROWS_ONLY,RawDistances,8,7,Increment,0.596169,0.095386
ROWS_ONLY,RawDistances,8,8,Decrement,0.42789,0.080862
ROWS_ONLY,RawDistances,8,9,Permutation,0.344424,0.05367
ROWS_ONLY,RawDistances,8,10,Same,0.357538,0.056251
COLS_ONLY,RawPruning,5,2,~[weight],0.656591,0.096797
COLS_ONLY,RawPruning,5,3,[contents],0.588069,0.090623
COLS_ONLY,RawPruning,5,4,[color],0.486346,0.085024
COLS_ONLY,RawPruning,5,5,[weight],0.495248,0.098002
COLS_ONLY,RawPruning,5,6,Increment,0.476129,0.118689
COLS_ONLY,RawPruning,5,7,Decrement,0.387727,0.088338
COLS_ONLY,RawPruning,5,8,Permutation,0.325959,0.087558
COLS_ONLY,RawPruning,5,9,Same,0.332396,0.086244
COLS_ONLY,RawPruning,5,10,Averaged,0.29372,0.080244
BOTH,RawDistances,8,2,[contents],0.766931,0.046403
BOTH,RawDistances,8,3,[color],0.610596,0.066156
BOTH,RawDistances,8,4,[weight],0.644553,0.079287
BOTH,RawDistances,8,5,Increment,0.661129,0.073757
BOTH,RawDistances,8,6,Decrement,0.496461,0.11009
BOTH,RawDistances,8,7,Permutation,0.422506,0.060558
BOTH,RawDistances,8,8,Same,0.426838,0.064539
BOTH,RawDistances,8,9,Averaged,0.38317,0.059855
ROWS_ONLY,RawPruning,9,2,[weight],0.855464,0.042352
ROWS_ONLY,RawPruning,9,3,Increment,0.774194,0.065377
ROWS_ONLY,RawPruning,9,4,Decrement,0.624188,0.050445
ROWS_ONLY,RawPruning,9,5,Permutation,0.53079,0.070935
ROWS_ONLY,RawPruning,9,6,Same,0.529037,0.06954
ROWS_ONLY,RawPruning,9,7,Averaged,0.45254,0.061234
COLS_ONLY,Pruning,2,2,Different:color,0.686105,0.09099
COLS_ONLY,Pruning,2,3,Same:weight,0.561258,0.192031
COLS_ONLY,Pruning,2,4,~[contents],0.453036,0.196458
COLS_ONLY,Pruning,2,5,~[color],0.454364,0.169988
COLS_ONLY,Pruning,2,6,~[weight],0.250253,0.126357
COLS_ONLY,Pruning,2,7,[contents],0.303528,0.1079
COLS_ONLY,Pruning,2,8,[color],0.249725,0.109764
COLS_ONLY,Pruning,2,9,[weight],0.337583,0.154602
COLS_ONLY,Pruning,2,10,Increment,0.227097,0.151512
COLS_ONLY,Pruning,5,2,~[color],0.805,0.103248
COLS_ONLY,Pruning,5,3,~[weight],0.495404,0.151826
COLS_ONLY,Pruning,5,4,[contents],0.611083,0.113701
COLS_ONLY,Pruning,5,5,[color],0.542997,0.13976
COLS_ONLY,Pruning,5,6,[weight],0.636921,0.150845
COLS_ONLY,Pruning,5,7,Increment,0.500726,0.17873
COLS_ONLY,Pruning,5,8,Decrement,0.561981,0.143881
COLS_ONLY,Pruning,5,9,Permutation,0.408454,0.133266
COLS_ONLY,Pruning,5,10,Same,0.443053,0.143381
ROWS_ONLY,ClusterDiff,8,2,~[weight],0.719899,0.106358
ROWS_ONLY,ClusterDiff,8,3,[contents],0.701833,0.089812
ROWS_ONLY,ClusterDiff,8,4,[color],0.641988,0.134769
ROWS_ONLY,ClusterDiff,8,5,[weight],0.73856,0.094676
ROWS_ONLY,ClusterDiff,8,6,Increment,0.667984,0.132378
ROWS_ONLY,ClusterDiff,8,7,Decrement,0.609903,0.090788
ROWS_ONLY,ClusterDiff,8,8,Permutation,0.488702,0.119054
ROWS_ONLY,ClusterDiff,8,9,Same,0.520536,0.123792
ROWS_ONLY,ClusterDiff,8,10,Averaged,0.49452,0.126851
ROWS_ONLY,ClusterDiff,12,2,Increment,0.959556,0.024355
ROWS_ONLY,ClusterDiff,12,3,Decrement,0.841266,0.028552
ROWS_ONLY,ClusterDiff,12,4,Permutation,0.718442,0.091186
ROWS_ONLY,ClusterDiff,12,5,Same,0.736466,0.08993
ROWS_ONLY,ClusterDiff,12,6,Averaged,0.67324,0.099164
BOTH,RawPruning,2,2,~[contents],0.645643,0.127256
BOTH,RawPruning,2,3,~[color],0.54026,0.125221
BOTH,RawPruning,2,4,~[weight],0.36101,0.102484
BOTH,RawPruning,2,5,[contents],0.377278,0.10359
BOTH,RawPruning,2,6,[color],0.318869,0.086903
BOTH,RawPruning,2,7,[weight],0.355778,0.136565
BOTH,RawPruning,2,8,Increment,0.359556,0.134711
BOTH,RawPruning,2,9,Decrement,0.283571,0.13044
BOTH,RawPruning,2,10,Permutation,0.219865,0.076716
COLS_ONLY,ClusterDiff,6,2,~[color],0.816965,0.088652
COLS_ONLY,ClusterDiff,6,3,~[weight],0.507348,0.156567
COLS_ONLY,ClusterDiff,6,4,[contents],0.617958,0.109178
COLS_ONLY,ClusterDiff,6,5,[color],0.553976,0.135313
COLS_ONLY,ClusterDiff,6,6,[weight],0.658526,0.135841
COLS_ONLY,ClusterDiff,6,7,Increment,0.549758,0.15995
COLS_ONLY,ClusterDiff,6,8,Decrement,0.560422,0.132717
COLS_ONLY,ClusterDiff,6,9,Permutation,0.423104,0.130666
COLS_ONLY,ClusterDiff,6,10,Same,0.46046,0.135591
COLS_ONLY,ClusterDiff,10,2,[weight],0.92101,0.034318
COLS_ONLY,ClusterDiff,10,3,Increment,0.845806,0.066872
COLS_ONLY,ClusterDiff,10,4,Decrement,0.775747,0.061565
COLS_ONLY,ClusterDiff,10,5,Permutation,0.643318,0.095214
COLS_ONLY,ClusterDiff,10,6,Same,0.66023,0.105988
COLS_ONLY,ClusterDiff,10,7,Averaged,0.58944,0.121701
BOTH,ClusterDiff,12,2,Permutation,0.886298,0.049429
BOTH,ClusterDiff,12,3,Same,0.8393,0.074221
BOTH,ClusterDiff,12,4,Averaged,0.77686,0.097142
BOTH,RawDistances,10,2,[weight],0.841689,0.046614
BOTH,RawDistances,10,3,Increment,0.806411,0.040314
BOTH,RawDistances,10,4,Decrement,0.610584,0.07326
BOTH,RawDistances,10,5,Permutation,0.517731,0.052488
BOTH,RawDistances,10,6,Same,0.520908,0.054302
BOTH,RawDistances,10,7,Averaged,0.45678,0.051165
ROWS_ONLY,Pruning,2,2,DecrementPattern:weight,0.749578,0.144846
ROWS_ONLY,Pruning,2,3,Different:color,0.482772,0.123451
ROWS_ONLY,Pruning,2,4,Same:weight,0.533957,0.185278
ROWS_ONLY,Pruning,2,5,~[contents],0.441107,0.193677
ROWS_ONLY,Pruning,2,6,~[color],0.381387,0.179231
ROWS_ONLY,Pruning,2,7,~[weight],0.248914,0.121137
ROWS_ONLY,Pruning,2,8,[contents],0.254819,0.100478
ROWS_ONLY,Pruning,2,9,[color],0.234893,0.112948
ROWS_ONLY,Pruning,2,10,[weight],0.294834,0.167286
ROWS_ONLY,Pruning,3,2,Different:color,0.727891,0.093951
ROWS_ONLY,Pruning,3,3,Same:weight,0.64649,0.182588
ROWS_ONLY,Pruning,3,4,~[contents],0.533893,0.200682
ROWS_ONLY,Pruning,3,5,~[color],0.53026,0.176949
ROWS_ONLY,Pruning,3,6,~[weight],0.29596,0.14433
ROWS_ONLY,Pruning,3,7,[contents],0.360347,0.115222
ROWS_ONLY,Pruning,3,8,[color],0.298654,0.127403
ROWS_ONLY,Pruning,3,9,[weight],0.398228,0.159475
ROWS_ONLY,Pruning,3,10,Increment,0.315524,0.179432
COLS_ONLY,RawDistances,1,2,Same:contents,0.591509,0.137722
COLS_ONLY,RawDistances,1,3,Same:color,0.377997,0.086238
COLS_ONLY,RawDistances,1,4,DecrementPattern:weight,0.335807,0.144678
COLS_ONLY,RawDistances,1,5,Different:color,0.261743,0.070026
COLS_ONLY,RawDistances,1,6,Same:weight,0.253705,0.112454
COLS_ONLY,RawDistances,1,7,~[contents],0.215986,0.122639
COLS_ONLY,RawDistances,1,8,~[color],0.217451,0.100792
COLS_ONLY,RawDistances,1,9,~[weight],0.145262,0.078647
COLS_ONLY,RawDistances,1,10,[contents],0.151058,0.065349
ROWS_ONLY,Pruning,1,2,Same:color,0.619704,0.083965
ROWS_ONLY,Pruning,1,3,DecrementPattern:weight,0.496599,0.199622
ROWS_ONLY,Pruning,1,4,Different:color,0.357467,0.109246
ROWS_ONLY,Pruning,1,5,Same:weight,0.359666,0.181158
ROWS_ONLY,Pruning,1,6,~[contents],0.263605,0.181011
ROWS_ONLY,Pruning,1,7,~[color],0.253785,0.147086
ROWS_ONLY,Pruning,1,8,~[weight],0.153439,0.085464
ROWS_ONLY,Pruning,1,9,[contents],0.196958,0.068645
ROWS_ONLY,Pruning,1,10,[color],0.158439,0.070274
BOTH,RawDistances,11,2,Increment,0.932581,0.023502
BOTH,RawDistances,11,3,Decrement,0.696201,0.060084
BOTH,RawDistances,11,4,Permutation,0.592472,0.047628
BOTH,RawDistances,11,5,Same,0.569234,0.050689
BOTH,RawDistances,11,6,Averaged,0.50739,0.047121
ROWS_ONLY,RawPruning,1,2,DecrementPattern:weight,0.588435,0.142332
ROWS_ONLY,RawPruning,1,3,Different:color,0.417881,0.072937
ROWS_ONLY,RawPruning,1,4,Same:weight,0.387575,0.131801
ROWS_ONLY,RawPruning,1,5,~[contents],0.291837,0.132061
ROWS_ONLY,RawPruning,1,6,~[color],0.300853,0.124452
ROWS_ONLY,RawPruning,1,7,~[weight],0.191438,0.08131
ROWS_ONLY,RawPruning,1,8,[contents],0.214286,0.070252
ROWS_ONLY,RawPruning,1,9,[color],0.174458,0.048299
ROWS_ONLY,RawPruning,1,10,[weight],0.202302,0.097409
BOTH,RawDistances,5,2,~[contents],0.707143,0.097838
BOTH,RawDistances,5,3,~[color],0.618179,0.095728
BOTH,RawDistances,5,4,~[weight],0.420227,0.098825
BOTH,RawDistances,5,5,[contents],0.474972,0.093559
BOTH,RawDistances,5,6,[color],0.410122,0.088096
BOTH,RawDistances,5,7,[weight],0.468179,0.112367
BOTH,RawDistances,5,8,Increment,0.502177,0.109758
