0.0, 1.0
0.01, 1.0
0.02, 1.0
0.03, 1.0
0.04, 1.0
0.05, 1.0
0.060000000000000005, 1.0
0.07, 1.0
0.08, 1.0
0.09, 1.0
0.09999999999999999, 1.0
0.10999999999999999, 1.0
0.11999999999999998, 0.998
0.12999999999999998, 1.0
0.13999999999999999, 0.998
0.15, 0.996
0.16, 0.998
0.17, 0.998
0.18000000000000002, 0.98
0.19000000000000003, 0.984
0.20000000000000004, 0.994
0.21000000000000005, 0.976
0.22000000000000006, 0.966
0.23000000000000007, 0.96
0.24000000000000007, 0.952
0.25000000000000006, 0.956
0.26000000000000006, 0.932
0.2700000000000001, 0.928
0.2800000000000001, 0.93
0.2900000000000001, 0.904
0.3000000000000001, 0.888
0.3100000000000001, 0.882
0.3200000000000001, 0.896
0.3300000000000001, 0.844
0.34000000000000014, 0.832
0.35000000000000014, 0.806
0.36000000000000015, 0.796
0.37000000000000016, 0.802
0.38000000000000017, 0.756
0.3900000000000002, 0.77
0.4000000000000002, 0.762
0.4100000000000002, 0.728
0.4200000000000002, 0.694
0.4300000000000002, 0.69
0.4400000000000002, 0.686
0.45000000000000023, 0.64
0.46000000000000024, 0.64
0.47000000000000025, 0.65
0.48000000000000026, 0.612
0.49000000000000027, 0.548
0.5000000000000002, 0.568
0.5100000000000002, 0.566
0.5200000000000002, 0.544
0.5300000000000002, 0.54
0.5400000000000003, 0.528
0.5500000000000003, 0.508
0.5600000000000003, 0.514
0.5700000000000003, 0.496
0.5800000000000003, 0.508
0.5900000000000003, 0.444
0.6000000000000003, 0.51
0.6100000000000003, 0.48
0.6200000000000003, 0.43
0.6300000000000003, 0.404
0.6400000000000003, 0.408
0.6500000000000004, 0.418
0.6600000000000004, 0.414
0.6700000000000004, 0.396
0.6800000000000004, 0.404
0.6900000000000004, 0.376
0.7000000000000004, 0.392
0.7100000000000004, 0.366
0.7200000000000004, 0.366
0.7300000000000004, 0.352
0.7400000000000004, 0.354
0.7500000000000004, 0.378
0.7600000000000005, 0.362
0.7700000000000005, 0.366
0.7800000000000005, 0.308
0.7900000000000005, 0.336
0.8000000000000005, 0.306
0.8100000000000005, 0.314
0.8200000000000005, 0.308
0.8300000000000005, 0.282
0.8400000000000005, 0.276
0.8500000000000005, 0.304
0.8600000000000005, 0.3
0.8700000000000006, 0.306
0.8800000000000006, 0.29
0.8900000000000006, 0.296
0.9000000000000006, 0.302
0.9100000000000006, 0.306
0.9200000000000006, 0.288
0.9300000000000006, 0.276
0.9400000000000006, 0.268
0.9500000000000006, 0.266
0.9600000000000006, 0.292
0.9700000000000006, 0.27
0.9800000000000006, 0.256
0.9900000000000007, 0.258
