@relation aggregateResults

@attribute ROWS_COLS {ROWS_ONLY,COLS_ONLY,BOTH}
@attribute FUNCTION {RawDistances,ClusterDiff,Pruning}
@attribute NUM_CONTEXTS numeric
@attribute NUM_CANDIDATES numeric
@attribute DIFFICULTY_TYPE {Averaged,Same,Increment,Decrement,Permutation,[contents],[weight],[color],~[contents],~[weight],~[color],Same:contents,IncrementPattern:weight,DecrementPattern:weight,Different:color,Same:color,Same:weight,Different:contents,'2 patterns','3 patterns','4 patterns','5 patterns','6 patterns','7 patterns'}
@attribute ACCURACY numeric
@attribute STD_DEV numeric

@data
ROWS_ONLY,RawDistances,19,10,Permutation,0.373962,0.015462
COLS_ONLY,ClusterDiff,9,2,'4 patterns',0.883945,0.053088
COLS_ONLY,ClusterDiff,9,3,'3 patterns',0.698228,0.081196
COLS_ONLY,ClusterDiff,9,4,'2 patterns',0.656114,0.107386
COLS_ONLY,ClusterDiff,9,5,Different:contents,0.628783,0.104287
COLS_ONLY,ClusterDiff,9,6,Same:weight,0.734421,0.080562
COLS_ONLY,ClusterDiff,9,7,Same:color,0.544897,0.24452
COLS_ONLY,ClusterDiff,9,8,Different:color,0.525544,0.136899
COLS_ONLY,ClusterDiff,9,9,DecrementPattern:weight,0.592955,0.082868
COLS_ONLY,ClusterDiff,9,10,IncrementPattern:weight,0.606935,0.124875
BOTH,ClusterDiff,3,5,'6 patterns',0.215,0.411853
BOTH,ClusterDiff,3,6,'5 patterns',0.592803,0.168131
BOTH,ClusterDiff,3,7,'4 patterns',0.357798,0.156641
BOTH,ClusterDiff,3,8,'3 patterns',0.311013,0.132542
BOTH,ClusterDiff,3,9,'2 patterns',0.392319,0.137645
BOTH,ClusterDiff,3,10,Different:contents,0.332029,0.148661
BOTH,ClusterDiff,17,2,Same:contents,0.958012,0.026926
BOTH,ClusterDiff,17,3,~[color],0.859884,0.063194
BOTH,ClusterDiff,17,4,~[weight],0.729697,0.115577
BOTH,ClusterDiff,17,5,~[contents],0.824107,0.092214
BOTH,ClusterDiff,17,6,[color],0.767125,0.109464
BOTH,ClusterDiff,17,7,[weight],0.809404,0.059106
BOTH,ClusterDiff,17,8,[contents],0.729736,0.112354
BOTH,ClusterDiff,17,9,Permutation,0.687178,0.108731
BOTH,ClusterDiff,17,10,Decrement,0.652305,0.060193
BOTH,ClusterDiff,1,7,'6 patterns',0.047619,0.218218
BOTH,ClusterDiff,1,8,'5 patterns',0.214286,0.107275
BOTH,ClusterDiff,1,9,'4 patterns',0.199651,0.098636
BOTH,ClusterDiff,1,10,'3 patterns',0.195901,0.087983
COLS_ONLY,RawDistances,5,5,'6 patterns',0.24,0.428155
COLS_ONLY,RawDistances,5,6,'5 patterns',0.504167,0.143876
COLS_ONLY,RawDistances,5,7,'4 patterns',0.356147,0.10033
COLS_ONLY,RawDistances,5,8,'3 patterns',0.244335,0.061999
COLS_ONLY,RawDistances,5,9,'2 patterns',0.256627,0.059733
COLS_ONLY,RawDistances,5,10,Different:contents,0.252058,0.073046
COLS_ONLY,ClusterDiff,15,2,Different:color,0.867976,0.04587
COLS_ONLY,ClusterDiff,15,3,DecrementPattern:weight,0.869058,0.024416
COLS_ONLY,ClusterDiff,15,4,IncrementPattern:weight,0.868185,0.047215
COLS_ONLY,ClusterDiff,15,5,Same:contents,0.811295,0.116816
COLS_ONLY,ClusterDiff,15,6,~[color],0.755058,0.091506
COLS_ONLY,ClusterDiff,15,7,~[weight],0.601439,0.159306
COLS_ONLY,ClusterDiff,15,8,~[contents],0.688536,0.118419
COLS_ONLY,ClusterDiff,15,9,[color],0.60708,0.125238
COLS_ONLY,ClusterDiff,15,10,[weight],0.688444,0.070562
BOTH,RawDistances,13,2,Same:weight,0.828874,0.042605
BOTH,RawDistances,13,3,Same:color,0.621276,0.073462
BOTH,RawDistances,13,4,Different:color,0.603741,0.046547
BOTH,RawDistances,13,5,DecrementPattern:weight,0.48763,0.063184
BOTH,RawDistances,13,6,IncrementPattern:weight,0.67004,0.04214
BOTH,RawDistances,13,7,Same:contents,0.60991,0.082469
BOTH,RawDistances,13,8,~[color],0.41922,0.047761
BOTH,RawDistances,13,9,~[weight],0.291263,0.05008
BOTH,RawDistances,13,10,~[contents],0.361857,0.055131
ROWS_ONLY,Pruning,8,2,'5 patterns',0.954848,0.036548
ROWS_ONLY,Pruning,8,3,'4 patterns',0.78,0.103256
ROWS_ONLY,Pruning,8,4,'3 patterns',0.656424,0.110371
ROWS_ONLY,Pruning,8,5,'2 patterns',0.63753,0.131265
ROWS_ONLY,Pruning,8,6,Different:contents,0.593826,0.120892
ROWS_ONLY,Pruning,8,7,Same:weight,0.646275,0.124693
ROWS_ONLY,Pruning,8,8,Same:color,0.485966,0.243917
ROWS_ONLY,Pruning,8,9,Different:color,0.477738,0.176639
ROWS_ONLY,Pruning,8,10,DecrementPattern:weight,0.589253,0.123515
BOTH,Pruning,8,2,'3 patterns',0.890759,0.077425
BOTH,Pruning,8,3,'2 patterns',0.732922,0.140956
BOTH,Pruning,8,4,Different:contents,0.751014,0.147857
BOTH,Pruning,8,5,Same:weight,0.816076,0.115578
BOTH,Pruning,8,6,Same:color,0.632862,0.230885
BOTH,Pruning,8,7,Different:color,0.61301,0.221958
BOTH,Pruning,8,8,DecrementPattern:weight,0.710325,0.163551
BOTH,Pruning,8,9,IncrementPattern:weight,0.706774,0.173453
BOTH,Pruning,8,10,Same:contents,0.624398,0.230589
ROWS_ONLY,Pruning,11,2,'2 patterns',0.833735,0.095666
ROWS_ONLY,Pruning,11,3,Different:contents,0.771913,0.095509
ROWS_ONLY,Pruning,11,4,Same:weight,0.844056,0.058346
ROWS_ONLY,Pruning,11,5,Same:color,0.70669,0.234955
ROWS_ONLY,Pruning,11,6,Different:color,0.665833,0.157952
ROWS_ONLY,Pruning,11,7,DecrementPattern:weight,0.699448,0.099162
ROWS_ONLY,Pruning,11,8,IncrementPattern:weight,0.738548,0.119146
ROWS_ONLY,Pruning,11,9,Same:contents,0.636777,0.181598
ROWS_ONLY,Pruning,11,10,~[color],0.671098,0.138187
ROWS_ONLY,Pruning,5,4,'6 patterns',1,0
ROWS_ONLY,Pruning,5,5,'5 patterns',0.713182,0.124836
ROWS_ONLY,Pruning,5,6,'4 patterns',0.527752,0.134202
ROWS_ONLY,Pruning,5,7,'3 patterns',0.384335,0.123413
COLS_ONLY,Pruning,4,6,'4 patterns',0.475321,0.147672
COLS_ONLY,Pruning,4,7,'3 patterns',0.353418,0.120779
COLS_ONLY,Pruning,4,8,'2 patterns',0.400361,0.140962
COLS_ONLY,Pruning,4,9,Different:contents,0.344957,0.124703
COLS_ONLY,Pruning,4,10,Same:weight,0.430778,0.166948
COLS_ONLY,ClusterDiff,4,5,'6 patterns',0.265,0.442441
COLS_ONLY,ClusterDiff,4,6,'5 patterns',0.605985,0.153004
COLS_ONLY,ClusterDiff,4,7,'4 patterns',0.376514,0.162756
COLS_ONLY,ClusterDiff,4,8,'3 patterns',0.322563,0.118847
COLS_ONLY,ClusterDiff,4,9,'2 patterns',0.399488,0.130061
COLS_ONLY,ClusterDiff,4,10,Different:contents,0.327841,0.120805
COLS_ONLY,ClusterDiff,19,2,~[color],0.927139,0.021464
COLS_ONLY,ClusterDiff,19,3,~[weight],0.735101,0.068281
COLS_ONLY,ClusterDiff,19,4,~[contents],0.806321,0.052509
COLS_ONLY,ClusterDiff,19,5,[color],0.777462,0.057459
COLS_ONLY,ClusterDiff,19,6,[weight],0.816391,0.029295
COLS_ONLY,ClusterDiff,19,7,[contents],0.729722,0.059903
COLS_ONLY,ClusterDiff,19,8,Permutation,0.661242,0.060563
COLS_ONLY,ClusterDiff,19,9,Decrement,0.634545,0.029121
COLS_ONLY,ClusterDiff,19,10,Increment,0.778145,0.051736
COLS_ONLY,ClusterDiff,8,2,'5 patterns',0.941742,0.043446
COLS_ONLY,ClusterDiff,8,3,'4 patterns',0.762798,0.098932
COLS_ONLY,ClusterDiff,8,4,'3 patterns',0.614494,0.101871
COLS_ONLY,ClusterDiff,8,5,'2 patterns',0.607801,0.116482
COLS_ONLY,ClusterDiff,8,6,Different:contents,0.585377,0.117949
COLS_ONLY,ClusterDiff,8,7,Same:weight,0.637566,0.115957
COLS_ONLY,ClusterDiff,8,8,Same:color,0.490793,0.209296
COLS_ONLY,ClusterDiff,8,9,Different:color,0.470272,0.148267
COLS_ONLY,ClusterDiff,8,10,DecrementPattern:weight,0.578864,0.107416
BOTH,Pruning,4,3,'6 patterns',0.09,0.2869
BOTH,Pruning,4,4,'5 patterns',0.778939,0.145504
BOTH,Pruning,4,5,'4 patterns',0.525046,0.173381
BOTH,Pruning,4,6,'3 patterns',0.450791,0.164429
BOTH,Pruning,4,7,'2 patterns',0.463976,0.163641
BOTH,Pruning,4,8,Different:contents,0.410812,0.175183
BOTH,Pruning,4,9,Same:weight,0.504868,0.178474
BOTH,Pruning,4,10,Same:color,0.328552,0.21334
COLS_ONLY,RawDistances,11,2,'3 patterns',0.687057,0.046892
COLS_ONLY,RawDistances,11,3,'2 patterns',0.503012,0.036839
COLS_ONLY,RawDistances,11,4,Different:contents,0.530899,0.048742
COLS_ONLY,RawDistances,11,5,Same:weight,0.506457,0.053924
COLS_ONLY,RawDistances,11,6,Same:color,0.339138,0.074102
COLS_ONLY,RawDistances,11,7,Different:color,0.381361,0.054943
COLS_ONLY,RawDistances,11,8,DecrementPattern:weight,0.329123,0.071624
COLS_ONLY,RawDistances,11,9,IncrementPattern:weight,0.493669,0.060791
COLS_ONLY,RawDistances,11,10,Same:contents,0.445,0.097853
COLS_ONLY,ClusterDiff,12,2,Different:contents,0.86329,0.052883
COLS_ONLY,ClusterDiff,12,3,Same:weight,0.870679,0.044658
COLS_ONLY,ClusterDiff,12,4,Same:color,0.704621,0.176753
COLS_ONLY,ClusterDiff,12,5,Different:color,0.687891,0.108097
COLS_ONLY,ClusterDiff,12,6,DecrementPattern:weight,0.749903,0.066617
COLS_ONLY,ClusterDiff,12,7,IncrementPattern:weight,0.728185,0.106098
COLS_ONLY,ClusterDiff,12,8,Same:contents,0.683163,0.140644
COLS_ONLY,ClusterDiff,12,9,~[color],0.657832,0.113355
COLS_ONLY,ClusterDiff,12,10,~[weight],0.451162,0.1897
ROWS_ONLY,Pruning,19,2,~[color],0.961792,0.033932
ROWS_ONLY,Pruning,19,3,~[weight],0.848965,0.095692
ROWS_ONLY,Pruning,19,4,~[contents],0.909929,0.093235
ROWS_ONLY,Pruning,19,5,[color],0.863425,0.093496
ROWS_ONLY,Pruning,19,6,[weight],0.862202,0.045247
ROWS_ONLY,Pruning,19,7,[contents],0.781417,0.079454
ROWS_ONLY,Pruning,19,8,Permutation,0.740722,0.087442
ROWS_ONLY,Pruning,19,9,Decrement,0.750747,0.0699
ROWS_ONLY,Pruning,19,10,Increment,0.863347,0.070556
BOTH,ClusterDiff,7,2,'5 patterns',0.953864,0.04102
BOTH,ClusterDiff,7,3,'4 patterns',0.78344,0.116559
BOTH,ClusterDiff,7,4,'3 patterns',0.651297,0.133294
BOTH,ClusterDiff,7,5,'2 patterns',0.624789,0.142262
BOTH,ClusterDiff,7,6,Different:contents,0.61242,0.15544
BOTH,ClusterDiff,7,7,Same:weight,0.665464,0.13521
BOTH,ClusterDiff,7,8,Same:color,0.485379,0.217655
BOTH,ClusterDiff,7,9,Different:color,0.495663,0.194383
BOTH,ClusterDiff,7,10,DecrementPattern:weight,0.59211,0.125007
ROWS_ONLY,ClusterDiff,3,7,'6 patterns',0.16,0.367526
ROWS_ONLY,ClusterDiff,3,8,'5 patterns',0.394242,0.162158
ROWS_ONLY,ClusterDiff,3,9,'4 patterns',0.320092,0.11878
ROWS_ONLY,ClusterDiff,3,10,'3 patterns',0.280348,0.09135
BOTH,ClusterDiff,10,2,'2 patterns',0.821175,0.085477
BOTH,ClusterDiff,10,3,Different:contents,0.780696,0.107675
BOTH,ClusterDiff,10,4,Same:weight,0.835497,0.070271
BOTH,ClusterDiff,10,5,Same:color,0.671655,0.201504
BOTH,ClusterDiff,10,6,Different:color,0.665119,0.166071
BOTH,ClusterDiff,10,7,DecrementPattern:weight,0.686558,0.092101
BOTH,ClusterDiff,10,8,IncrementPattern:weight,0.784315,0.143872
BOTH,ClusterDiff,10,9,Same:contents,0.68247,0.197414
BOTH,ClusterDiff,10,10,~[color],0.681734,0.168123
COLS_ONLY,ClusterDiff,17,2,IncrementPattern:weight,0.975484,0.013669
COLS_ONLY,ClusterDiff,17,3,Same:contents,0.855904,0.063948
COLS_ONLY,ClusterDiff,17,4,~[color],0.788815,0.055515
COLS_ONLY,ClusterDiff,17,5,~[weight],0.655758,0.110675
COLS_ONLY,ClusterDiff,17,6,~[contents],0.759464,0.098277
COLS_ONLY,ClusterDiff,17,7,[color],0.694755,0.109076
COLS_ONLY,ClusterDiff,17,8,[weight],0.730828,0.048282
COLS_ONLY,ClusterDiff,17,9,[contents],0.645139,0.085109
COLS_ONLY,ClusterDiff,17,10,Permutation,0.610993,0.093216
COLS_ONLY,Pruning,17,2,Same:contents,0.953675,0.040075
COLS_ONLY,Pruning,17,3,~[color],0.86789,0.067984
COLS_ONLY,Pruning,17,4,~[weight],0.750202,0.131238
COLS_ONLY,Pruning,17,5,~[contents],0.8685,0.127009
COLS_ONLY,Pruning,17,6,[color],0.768242,0.121841
COLS_ONLY,Pruning,17,7,[weight],0.818477,0.080997
COLS_ONLY,Pruning,17,8,[contents],0.708972,0.108357
COLS_ONLY,Pruning,17,9,Permutation,0.710767,0.126307
COLS_ONLY,Pruning,17,10,Decrement,0.793182,0.105643
ROWS_ONLY,RawDistances,17,2,Different:color,0.745731,0.016976
ROWS_ONLY,RawDistances,17,3,DecrementPattern:weight,0.651851,0.03115
ROWS_ONLY,RawDistances,17,4,IncrementPattern:weight,0.80129,0.01937
ROWS_ONLY,RawDistances,17,5,Same:contents,0.691837,0.042223
ROWS_ONLY,RawDistances,17,6,~[color],0.533699,0.026845
ROWS_ONLY,RawDistances,17,7,~[weight],0.310884,0.031792
ROWS_ONLY,RawDistances,17,8,~[contents],0.393893,0.033129
ROWS_ONLY,RawDistances,17,9,[color],0.403563,0.032899
ROWS_ONLY,RawDistances,17,10,[weight],0.478096,0.022793
COLS_ONLY,ClusterDiff,5,4,'6 patterns',1,0
COLS_ONLY,ClusterDiff,5,5,'5 patterns',0.711288,0.128979
COLS_ONLY,ClusterDiff,5,6,'4 patterns',0.519679,0.141668
COLS_ONLY,ClusterDiff,5,7,'3 patterns',0.389905,0.110114
COLS_ONLY,ClusterDiff,5,8,'2 patterns',0.438163,0.133825
COLS_ONLY,ClusterDiff,5,9,Different:contents,0.392551,0.120668
COLS_ONLY,ClusterDiff,5,10,Same:weight,0.485248,0.148619
BOTH,Pruning,7,2,'4 patterns',0.887339,0.074766
BOTH,Pruning,7,3,'3 patterns',0.744842,0.133011
BOTH,Pruning,7,4,'2 patterns',0.683976,0.157364
BOTH,Pruning,7,5,Different:contents,0.687377,0.173061
BOTH,Pruning,7,6,Same:weight,0.75803,0.137578
BOTH,Pruning,7,7,Same:color,0.521034,0.274899
BOTH,Pruning,7,8,Different:color,0.539507,0.218263
BOTH,Pruning,7,9,DecrementPattern:weight,0.672305,0.17065
BOTH,Pruning,7,10,IncrementPattern:weight,0.635081,0.208885
COLS_ONLY,Pruning,15,2,DecrementPattern:weight,0.949805,0.02093
COLS_ONLY,Pruning,15,3,IncrementPattern:weight,0.890887,0.054173
COLS_ONLY,Pruning,15,4,Same:contents,0.846777,0.090796
COLS_ONLY,Pruning,15,5,~[color],0.809538,0.086242
COLS_ONLY,Pruning,15,6,~[weight],0.640404,0.173833
COLS_ONLY,Pruning,15,7,~[contents],0.787429,0.180553
COLS_ONLY,Pruning,15,8,[color],0.696498,0.157145
COLS_ONLY,Pruning,15,9,[weight],0.776175,0.097355
COLS_ONLY,Pruning,15,10,[contents],0.653806,0.147444
ROWS_ONLY,Pruning,4,5,'6 patterns',0.195,0.397195
ROWS_ONLY,Pruning,4,6,'5 patterns',0.606818,0.146402
ROWS_ONLY,Pruning,4,7,'4 patterns',0.366514,0.155077
ROWS_ONLY,Pruning,4,8,'3 patterns',0.311646,0.12113
ROWS_ONLY,Pruning,4,9,'2 patterns',0.417861,0.137199
ROWS_ONLY,Pruning,4,10,Different:contents,0.329986,0.124174
ROWS_ONLY,RawDistances,8,3,'6 patterns',0.885,0.319823
ROWS_ONLY,RawDistances,8,4,'5 patterns',0.763333,0.104472
ROWS_ONLY,RawDistances,8,5,'4 patterns',0.499312,0.088258
ROWS_ONLY,RawDistances,8,6,'3 patterns',0.391867,0.056073
ROWS_ONLY,RawDistances,8,7,'2 patterns',0.326386,0.052613
ROWS_ONLY,RawDistances,8,8,Different:contents,0.376696,0.058825
ROWS_ONLY,RawDistances,8,9,Same:weight,0.420265,0.081068
ROWS_ONLY,RawDistances,8,10,Same:color,0.26369,0.084428
BOTH,RawDistances,14,2,Same:color,0.702552,0.053845
BOTH,RawDistances,14,3,Different:color,0.626497,0.043992
BOTH,RawDistances,14,4,DecrementPattern:weight,0.601169,0.044597
BOTH,RawDistances,14,5,IncrementPattern:weight,0.707984,0.03202
BOTH,RawDistances,14,6,Same:contents,0.661717,0.075823
BOTH,RawDistances,14,7,~[color],0.455578,0.040593
BOTH,RawDistances,14,8,~[weight],0.326515,0.056255
BOTH,RawDistances,14,9,~[contents],0.383464,0.048501
BOTH,RawDistances,14,10,[color],0.377385,0.046549
COLS_ONLY,RawDistances,18,2,IncrementPattern:weight,0.850968,0.02102
COLS_ONLY,RawDistances,18,3,Same:contents,0.71503,0.039933
COLS_ONLY,RawDistances,18,4,~[color],0.579017,0.023802
COLS_ONLY,RawDistances,18,5,~[weight],0.407374,0.03348
COLS_ONLY,RawDistances,18,6,~[contents],0.387821,0.030497
COLS_ONLY,RawDistances,18,7,[color],0.420979,0.027077
COLS_ONLY,RawDistances,18,8,[weight],0.439387,0.025978
COLS_ONLY,RawDistances,18,9,[contents],0.372972,0.023376
COLS_ONLY,RawDistances,18,10,Permutation,0.328036,0.02125
ROWS_ONLY,ClusterDiff,2,8,'6 patterns',1,0
ROWS_ONLY,ClusterDiff,2,9,'5 patterns',0.298712,0.144495
ROWS_ONLY,ClusterDiff,2,10,'4 patterns',0.243807,0.112461
COLS_ONLY,RawDistances,7,3,'6 patterns',0,0
COLS_ONLY,RawDistances,7,4,'5 patterns',0.668636,0.12205
COLS_ONLY,RawDistances,7,5,'4 patterns',0.461101,0.097045
COLS_ONLY,RawDistances,7,6,'3 patterns',0.325665,0.070939
COLS_ONLY,RawDistances,7,7,'2 patterns',0.313072,0.057321
COLS_ONLY,RawDistances,7,8,Different:contents,0.326377,0.076861
COLS_ONLY,RawDistances,7,9,Same:weight,0.357765,0.081557
COLS_ONLY,RawDistances,7,10,Same:color,0.218414,0.071878
COLS_ONLY,RawDistances,2,8,'6 patterns',0.01,0.099748
COLS_ONLY,RawDistances,2,9,'5 patterns',0.285682,0.138745
COLS_ONLY,RawDistances,2,10,'4 patterns',0.192798,0.083394
COLS_ONLY,Pruning,10,2,'2 patterns',0.822259,0.088622
COLS_ONLY,Pruning,10,3,Different:contents,0.746565,0.102769
COLS_ONLY,Pruning,10,4,Same:weight,0.844222,0.065903
COLS_ONLY,Pruning,10,5,Same:color,0.662897,0.23036
COLS_ONLY,Pruning,10,6,Different:color,0.645289,0.152573
COLS_ONLY,Pruning,10,7,DecrementPattern:weight,0.716494,0.131387
COLS_ONLY,Pruning,10,8,IncrementPattern:weight,0.687944,0.097277
COLS_ONLY,Pruning,10,9,Same:contents,0.624669,0.18253
COLS_ONLY,Pruning,10,10,~[color],0.658035,0.141038
BOTH,ClusterDiff,4,4,'6 patterns',1,0
BOTH,ClusterDiff,4,5,'5 patterns',0.689621,0.150583
BOTH,ClusterDiff,4,6,'4 patterns',0.502798,0.162029
BOTH,ClusterDiff,4,7,'3 patterns',0.386551,0.161054
BOTH,ClusterDiff,4,8,'2 patterns',0.426717,0.165541
BOTH,ClusterDiff,4,9,Different:contents,0.38758,0.169329
BOTH,ClusterDiff,4,10,Same:weight,0.464222,0.186364
BOTH,Pruning,15,2,IncrementPattern:weight,0.984274,0.018432
BOTH,Pruning,15,3,Same:contents,0.915843,0.102748
BOTH,Pruning,15,4,~[color],0.913613,0.123447
BOTH,Pruning,15,5,~[weight],0.813182,0.207227
BOTH,Pruning,15,6,~[contents],0.879821,0.19099
BOTH,Pruning,15,7,[color],0.827141,0.209929
BOTH,Pruning,15,8,[weight],0.886937,0.125604
BOTH,Pruning,15,9,[contents],0.810611,0.204355
BOTH,Pruning,15,10,Permutation,0.804549,0.205279
ROWS_ONLY,Pruning,12,2,Different:contents,0.889333,0.062222
ROWS_ONLY,Pruning,12,3,Same:weight,0.868543,0.045357
ROWS_ONLY,Pruning,12,4,Same:color,0.753828,0.206147
ROWS_ONLY,Pruning,12,5,Different:color,0.714354,0.151259
ROWS_ONLY,Pruning,12,6,DecrementPattern:weight,0.762727,0.06467
ROWS_ONLY,Pruning,12,7,IncrementPattern:weight,0.745242,0.132314
ROWS_ONLY,Pruning,12,8,Same:contents,0.672741,0.160712
ROWS_ONLY,Pruning,12,9,~[color],0.667052,0.130251
ROWS_ONLY,Pruning,12,10,~[weight],0.495227,0.217478
BOTH,RawDistances,5,4,'6 patterns',0.725,0.447635
BOTH,RawDistances,5,5,'5 patterns',0.630833,0.148727
BOTH,RawDistances,5,6,'4 patterns',0.440963,0.106812
BOTH,RawDistances,5,7,'3 patterns',0.329114,0.07817
BOTH,RawDistances,5,8,'2 patterns',0.300271,0.069336
BOTH,RawDistances,5,9,Different:contents,0.326768,0.084309
BOTH,RawDistances,5,10,Same:weight,0.363526,0.106881
BOTH,RawDistances,6,3,'6 patterns',0.755,0.431166
BOTH,RawDistances,6,4,'5 patterns',0.710606,0.144389
BOTH,RawDistances,6,5,'4 patterns',0.478349,0.104109
BOTH,RawDistances,6,6,'3 patterns',0.37788,0.077554
BOTH,RawDistances,6,7,'2 patterns',0.31759,0.067207
BOTH,RawDistances,6,8,Different:contents,0.352159,0.087614
BOTH,RawDistances,6,9,Same:weight,0.391954,0.098467
BOTH,RawDistances,6,10,Same:color,0.248586,0.092914
COLS_ONLY,Pruning,11,2,Different:contents,0.877551,0.062623
COLS_ONLY,Pruning,11,3,Same:weight,0.875414,0.050225
COLS_ONLY,Pruning,11,4,Same:color,0.735103,0.20126
COLS_ONLY,Pruning,11,5,Different:color,0.705034,0.145995
COLS_ONLY,Pruning,11,6,DecrementPattern:weight,0.815942,0.090126
COLS_ONLY,Pruning,11,7,IncrementPattern:weight,0.71125,0.11611
COLS_ONLY,Pruning,11,8,Same:contents,0.670994,0.162989
COLS_ONLY,Pruning,11,9,~[color],0.694913,0.139184
COLS_ONLY,Pruning,11,10,~[weight],0.46846,0.221392
BOTH,Pruning,16,2,Same:contents,0.973675,0.042272
BOTH,Pruning,16,3,~[color],0.937486,0.101744
BOTH,Pruning,16,4,~[weight],0.848232,0.172893
BOTH,Pruning,16,5,~[contents],0.907679,0.163716
BOTH,Pruning,16,6,[color],0.864052,0.174031
BOTH,Pruning,16,7,[weight],0.910116,0.111784
BOTH,Pruning,16,8,[contents],0.847111,0.175563
BOTH,Pruning,16,9,Permutation,0.840124,0.18499
BOTH,Pruning,16,10,Decrement,0.888604,0.136402
COLS_ONLY,Pruning,18,2,~[color],0.944104,0.038461
COLS_ONLY,Pruning,18,3,~[weight],0.805505,0.123122
COLS_ONLY,Pruning,18,4,~[contents],0.912714,0.094896
COLS_ONLY,Pruning,18,5,[color],0.8263,0.097064
COLS_ONLY,Pruning,18,6,[weight],0.872103,0.055116
COLS_ONLY,Pruning,18,7,[contents],0.779,0.098197
COLS_ONLY,Pruning,18,8,Permutation,0.736806,0.100605
COLS_ONLY,Pruning,18,9,Decrement,0.822175,0.089842
COLS_ONLY,Pruning,18,10,Increment,0.768831,0.069375
BOTH,Pruning,19,2,~[contents],0.979143,0.051624
BOTH,Pruning,19,3,[color],0.960183,0.079187
BOTH,Pruning,19,4,[weight],0.981142,0.040227
BOTH,Pruning,19,5,[contents],0.958028,0.084564
BOTH,Pruning,19,6,Permutation,0.947528,0.101269
BOTH,Pruning,19,7,Decrement,0.959675,0.086601
BOTH,Pruning,19,8,Increment,0.966129,0.074049
BOTH,Pruning,19,9,Same,0.942779,0.111824
BOTH,Pruning,19,10,Averaged,0.93569,0.122809
ROWS_ONLY,RawDistances,14,2,Different:contents,0.765014,0.023392
ROWS_ONLY,RawDistances,14,3,Same:weight,0.709338,0.027629
ROWS_ONLY,RawDistances,14,4,Same:color,0.536,0.068154
ROWS_ONLY,RawDistances,14,5,Different:color,0.520153,0.039087
ROWS_ONLY,RawDistances,14,6,DecrementPattern:weight,0.489058,0.038669
ROWS_ONLY,RawDistances,14,7,IncrementPattern:weight,0.695323,0.044563
ROWS_ONLY,RawDistances,14,8,Same:contents,0.520994,0.073423
ROWS_ONLY,RawDistances,14,9,~[color],0.430029,0.034952
ROWS_ONLY,RawDistances,14,10,~[weight],0.229848,0.042256
ROWS_ONLY,RawDistances,4,7,'6 patterns',0.39,0.488974
ROWS_ONLY,RawDistances,4,8,'5 patterns',0.4475,0.166253
ROWS_ONLY,RawDistances,4,9,'4 patterns',0.272385,0.085626
ROWS_ONLY,RawDistances,4,10,'3 patterns',0.207975,0.059949
COLS_ONLY,ClusterDiff,11,2,'2 patterns',0.801536,0.074943
COLS_ONLY,ClusterDiff,11,3,Different:contents,0.743391,0.088156
COLS_ONLY,ClusterDiff,11,4,Same:weight,0.809536,0.05726
COLS_ONLY,ClusterDiff,11,5,Same:color,0.650724,0.187188
COLS_ONLY,ClusterDiff,11,6,Different:color,0.63716,0.12543
COLS_ONLY,ClusterDiff,11,7,DecrementPattern:weight,0.67224,0.079577
COLS_ONLY,ClusterDiff,11,8,IncrementPattern:weight,0.692056,0.090863
COLS_ONLY,ClusterDiff,11,9,Same:contents,0.645241,0.171279
COLS_ONLY,ClusterDiff,11,10,~[color],0.621965,0.110322
COLS_ONLY,ClusterDiff,14,2,Same:color,0.862448,0.078408
COLS_ONLY,ClusterDiff,14,3,Different:color,0.797755,0.077892
COLS_ONLY,ClusterDiff,14,4,DecrementPattern:weight,0.780877,0.052277
COLS_ONLY,ClusterDiff,14,5,IncrementPattern:weight,0.85125,0.044917
COLS_ONLY,ClusterDiff,14,6,Same:contents,0.758193,0.136054
COLS_ONLY,ClusterDiff,14,7,~[color],0.70711,0.096792
COLS_ONLY,ClusterDiff,14,8,~[weight],0.521869,0.159255
COLS_ONLY,ClusterDiff,14,9,~[contents],0.648536,0.129617
COLS_ONLY,ClusterDiff,14,10,[color],0.589817,0.149113
BOTH,RawDistances,12,2,Different:contents,0.765406,0.036694
BOTH,RawDistances,12,3,Same:weight,0.693278,0.052092
BOTH,RawDistances,12,4,Same:color,0.544034,0.088097
BOTH,RawDistances,12,5,Different:color,0.515034,0.052211
BOTH,RawDistances,12,6,DecrementPattern:weight,0.468896,0.073657
BOTH,RawDistances,12,7,IncrementPattern:weight,0.638669,0.056372
BOTH,RawDistances,12,8,Same:contents,0.582711,0.076026
BOTH,RawDistances,12,9,~[color],0.401069,0.048631
BOTH,RawDistances,12,10,~[weight],0.256414,0.049675
ROWS_ONLY,RawDistances,3,8,'6 patterns',0.345,0.476561
ROWS_ONLY,RawDistances,3,9,'5 patterns',0.374394,0.162943
ROWS_ONLY,RawDistances,3,10,'4 patterns',0.228807,0.072266
COLS_ONLY,RawDistances,1,9,'6 patterns',0,0
COLS_ONLY,RawDistances,1,10,'5 patterns',0.191198,0.103594
COLS_ONLY,Pruning,2,6,'6 patterns',0.38,0.486604
COLS_ONLY,Pruning,2,7,'5 patterns',0.426439,0.147185
