@relation aggregateResults

@attribute ROWS_COLS {ROWS_ONLY,COLS_ONLY,BOTH}
@attribute FUNCTION {RawDistances,ClusterDiff,Pruning}
@attribute NUM_CONTEXTS numeric
@attribute NUM_CANDIDATES numeric
@attribute DIFFICULTY_TYPE {Averaged,Same,Increment,Decrement,Permutation,[contents],[weight],[color],~[contents],~[weight],~[color],Same:contents,IncrementPattern:weight,DecrementPattern:weight,Different:color,Same:color,Same:weight,Different:contents,'2 patterns','3 patterns','4 patterns','5 patterns','6 patterns','7 patterns'}
@attribute ACCURACY numeric
@attribute STD_DEV numeric

@data
COLS_ONLY,RawDistances,12,7,Increment,0.550887,0.054086
COLS_ONLY,RawDistances,12,6,Decrement,0.370195,0.075354
COLS_ONLY,RawDistances,12,5,Permutation,0.452833,0.045076
COLS_ONLY,RawDistances,12,4,[contents],0.545694,0.044702
COLS_ONLY,RawDistances,12,3,[weight],0.639619,0.056746
COLS_ONLY,RawDistances,12,2,[color],0.709511,0.042235
BOTH,ClusterDiff,6,10,Decrement,0.550487,0.136099
BOTH,ClusterDiff,6,9,Permutation,0.457889,0.161528
BOTH,ClusterDiff,6,8,[contents],0.490778,0.167005
BOTH,ClusterDiff,6,7,[weight],0.612202,0.14227
BOTH,ClusterDiff,6,6,[color],0.534633,0.165419
BOTH,ClusterDiff,6,5,~[contents],0.652321,0.162442
BOTH,ClusterDiff,6,4,~[weight],0.479975,0.194294
BOTH,ClusterDiff,6,3,~[color],0.731329,0.137199
BOTH,ClusterDiff,6,2,Same:contents,0.847078,0.096192
ROWS_ONLY,Pruning,5,10,[contents],0.383708,0.132838
ROWS_ONLY,Pruning,5,9,[weight],0.509619,0.140533
ROWS_ONLY,Pruning,5,8,[color],0.383547,0.14972
COLS_ONLY,Pruning,5,9,[contents],0.405556,0.130254
COLS_ONLY,Pruning,5,8,[weight],0.54202,0.154641
COLS_ONLY,Pruning,5,7,[color],0.428914,0.168412
COLS_ONLY,Pruning,5,6,~[contents],0.554964,0.205411
COLS_ONLY,Pruning,5,5,~[weight],0.406288,0.161866
COLS_ONLY,Pruning,5,4,~[color],0.667948,0.126358
COLS_ONLY,Pruning,5,3,Same:contents,0.647711,0.1333
COLS_ONLY,Pruning,5,2,IncrementPattern:weight,0.864758,0.111636
COLS_ONLY,Pruning,3,10,[weight],0.37755,0.159136
COLS_ONLY,Pruning,3,9,[color],0.287936,0.11828
COLS_ONLY,Pruning,3,8,~[contents],0.398179,0.187708
COLS_ONLY,Pruning,3,7,~[weight],0.281995,0.136764
COLS_ONLY,Pruning,3,6,~[color],0.465665,0.170434
COLS_ONLY,Pruning,3,5,Same:contents,0.446205,0.151236
COLS_ONLY,Pruning,3,4,IncrementPattern:weight,0.553831,0.171114
COLS_ONLY,Pruning,3,3,DecrementPattern:weight,0.702565,0.154144
COLS_ONLY,Pruning,3,2,Different:color,0.732704,0.079247
COLS_ONLY,RawDistances,15,6,Averaged,0.42255,0.036519
COLS_ONLY,RawDistances,15,5,Same,0.507451,0.038778
COLS_ONLY,RawDistances,15,4,Increment,0.698065,0.038038
COLS_ONLY,RawDistances,15,3,Decrement,0.599058,0.064121
COLS_ONLY,RawDistances,15,2,Permutation,0.722156,0.028381
ROWS_ONLY,RawDistances,6,10,[weight],0.357583,0.088793
ROWS_ONLY,RawDistances,6,9,[color],0.288884,0.065801
ROWS_ONLY,RawDistances,6,8,~[contents],0.322964,0.091231
ROWS_ONLY,RawDistances,6,7,~[weight],0.247374,0.073853
ROWS_ONLY,RawDistances,6,6,~[color],0.433266,0.096835
ROWS_ONLY,RawDistances,6,5,Same:contents,0.527952,0.155274
ROWS_ONLY,RawDistances,6,4,IncrementPattern:weight,0.668105,0.118154
ROWS_ONLY,RawDistances,6,3,DecrementPattern:weight,0.577208,0.09774
ROWS_ONLY,RawDistances,6,2,Different:color,0.692228,0.056745
ROWS_ONLY,RawDistances,18,4,Averaged,0.5854,0.022325
ROWS_ONLY,RawDistances,18,3,Same,0.667834,0.019005
ROWS_ONLY,RawDistances,18,2,Increment,0.923347,0.012234
ROWS_ONLY,RawDistances,15,7,Averaged,0.4512,0.029992
ROWS_ONLY,RawDistances,15,6,Same,0.52512,0.03368
ROWS_ONLY,RawDistances,15,5,Increment,0.724879,0.044746
ROWS_ONLY,RawDistances,15,4,Decrement,0.552403,0.043865
ROWS_ONLY,RawDistances,15,3,Permutation,0.624549,0.027347
ROWS_ONLY,RawDistances,15,2,[contents],0.770681,0.022246
BOTH,RawDistances,2,10,~[contents],0.2455,0.137258
BOTH,RawDistances,2,9,~[weight],0.173434,0.088683
BOTH,RawDistances,2,8,~[color],0.292514,0.127001
BOTH,RawDistances,2,7,Same:contents,0.328614,0.17806
BOTH,RawDistances,2,6,IncrementPattern:weight,0.412298,0.141178
BOTH,RawDistances,2,5,DecrementPattern:weight,0.352143,0.157011
BOTH,RawDistances,2,4,Different:color,0.405816,0.104073
BOTH,RawDistances,2,3,Same:color,0.445793,0.113608
BOTH,RawDistances,2,2,Same:weight,0.677169,0.143846
ROWS_ONLY,RawDistances,2,10,~[color],0.24948,0.110652
ROWS_ONLY,RawDistances,2,9,Same:contents,0.250723,0.135262
ROWS_ONLY,RawDistances,2,8,IncrementPattern:weight,0.317742,0.138474
ROWS_ONLY,RawDistances,2,7,DecrementPattern:weight,0.289318,0.124703
ROWS_ONLY,RawDistances,2,6,Different:color,0.279626,0.078585
BOTH,RawDistances,7,7,[weight],0.466954,0.088703
BOTH,RawDistances,7,6,[color],0.424939,0.07767
BOTH,RawDistances,7,5,~[contents],0.438786,0.090751
BOTH,RawDistances,7,4,~[weight],0.444899,0.102073
BOTH,RawDistances,7,3,~[color],0.610694,0.07645
BOTH,RawDistances,7,2,Same:contents,0.821295,0.108133
BOTH,ClusterDiff,16,3,Averaged,0.85187,0.060204
BOTH,ClusterDiff,16,2,Same,0.926696,0.03032
BOTH,Pruning,2,10,[weight],0.324917,0.174316
BOTH,Pruning,2,9,[color],0.262645,0.131678
BOTH,Pruning,2,8,~[contents],0.340964,0.199142
BOTH,Pruning,2,7,~[weight],0.266894,0.146989
BOTH,Pruning,2,6,~[color],0.418526,0.193906
BOTH,Pruning,2,4,IncrementPattern:weight,0.527702,0.175773
BOTH,Pruning,2,3,DecrementPattern:weight,0.648864,0.19656
BOTH,Pruning,2,2,Different:color,0.710782,0.098723
BOTH,Pruning,2,5,Same:contents,0.410934,0.179994
ROWS_ONLY,Pruning,16,2,Increment,0.969879,0.013345
ROWS_ONLY,Pruning,16,3,Same,0.863939,0.063242
ROWS_ONLY,Pruning,16,4,Averaged,0.82798,0.091029
BOTH,RawDistances,7,8,[contents],0.37825,0.083556
BOTH,RawDistances,7,9,Permutation,0.337302,0.070189
BOTH,RawDistances,7,10,Decrement,0.327175,0.096682
BOTH,Pruning,3,2,DecrementPattern:weight,0.838149,0.110408
BOTH,Pruning,3,3,IncrementPattern:weight,0.637379,0.173911
BOTH,Pruning,3,4,Same:contents,0.565723,0.166747
BOTH,Pruning,3,5,~[color],0.574335,0.178513
BOTH,Pruning,3,6,~[weight],0.318788,0.175634
BOTH,Pruning,3,7,~[contents],0.405857,0.199779
BOTH,Pruning,3,8,[color],0.333104,0.153875
BOTH,Pruning,3,9,[weight],0.448891,0.165024
BOTH,Pruning,3,10,[contents],0.332139,0.156722
COLS_ONLY,RawDistances,8,2,Same:contents,0.798645,0.083384
COLS_ONLY,RawDistances,8,3,~[color],0.563064,0.080081
COLS_ONLY,RawDistances,8,4,~[weight],0.417449,0.078948
COLS_ONLY,RawDistances,8,5,~[contents],0.403929,0.073849
COLS_ONLY,RawDistances,8,6,[color],0.376544,0.067582
COLS_ONLY,RawDistances,8,7,[weight],0.411606,0.079427
COLS_ONLY,RawDistances,8,8,[contents],0.340611,0.07116
COLS_ONLY,RawDistances,8,9,Permutation,0.297585,0.058804
COLS_ONLY,RawDistances,8,10,Decrement,0.27013,0.087406
ROWS_ONLY,Pruning,18,2,Averaged,0.94081,0.039477
ROWS_ONLY,RawDistances,2,2,'2 patterns',0.579187,0.068763
ROWS_ONLY,RawDistances,2,3,Different:contents,0.472058,0.089208
ROWS_ONLY,RawDistances,2,4,Same:weight,0.44,0.14178
ROWS_ONLY,RawDistances,2,5,Same:color,0.284448,0.090139
COLS_ONLY,Pruning,5,10,Permutation,0.375361,0.133181
ROWS_ONLY,ClusterDiff,13,2,[weight],0.935927,0.017925
ROWS_ONLY,ClusterDiff,13,3,[contents],0.764389,0.066603
ROWS_ONLY,ClusterDiff,13,4,Permutation,0.725372,0.093852
ROWS_ONLY,ClusterDiff,13,5,Decrement,0.736331,0.051972
ROWS_ONLY,ClusterDiff,13,6,Increment,0.799597,0.091346
ROWS_ONLY,ClusterDiff,13,7,Same,0.668632,0.108501
ROWS_ONLY,ClusterDiff,13,8,Averaged,0.61809,0.104413
COLS_ONLY,ClusterDiff,16,2,Increment,0.973548,0.014215
COLS_ONLY,ClusterDiff,16,3,Same,0.844792,0.05294
COLS_ONLY,ClusterDiff,16,4,Averaged,0.77264,0.066281
ROWS_ONLY,RawDistances,19,2,Same,0.782801,0.009986
ROWS_ONLY,RawDistances,19,3,Averaged,0.63646,0.014804
COLS_ONLY,ClusterDiff,9,2,~[weight],0.727172,0.108515
COLS_ONLY,ClusterDiff,9,3,~[contents],0.806857,0.107612
COLS_ONLY,ClusterDiff,9,4,[color],0.671162,0.132286
COLS_ONLY,ClusterDiff,9,5,[weight],0.764801,0.061673
COLS_ONLY,ClusterDiff,9,6,[contents],0.605667,0.11834
COLS_ONLY,ClusterDiff,9,7,Permutation,0.55684,0.133246
COLS_ONLY,ClusterDiff,9,8,Decrement,0.623214,0.087671
COLS_ONLY,ClusterDiff,9,9,Increment,0.650484,0.111492
COLS_ONLY,ClusterDiff,9,10,Same,0.549048,0.128222
BOTH,ClusterDiff,3,2,Different:color,0.745986,0.091276
BOTH,ClusterDiff,3,3,DecrementPattern:weight,0.716104,0.159835
BOTH,ClusterDiff,3,4,IncrementPattern:weight,0.614919,0.16516
BOTH,ClusterDiff,3,5,Same:contents,0.498886,0.189254
BOTH,ClusterDiff,3,6,~[color],0.497197,0.189005
BOTH,ClusterDiff,3,7,~[weight],0.304419,0.16999
BOTH,ClusterDiff,3,8,~[contents],0.399214,0.196706
BOTH,ClusterDiff,3,9,[color],0.32156,0.148761
BOTH,ClusterDiff,3,10,[weight],0.40894,0.176278
BOTH,ClusterDiff,17,2,Averaged,0.9131,0.032123
BOTH,ClusterDiff,1,2,Same:weight,0.681015,0.146084
BOTH,ClusterDiff,1,3,Same:color,0.419376,0.13213
BOTH,ClusterDiff,1,4,Different:color,0.373502,0.122494
BOTH,ClusterDiff,1,5,DecrementPattern:weight,0.395795,0.183244
BOTH,ClusterDiff,1,6,IncrementPattern:weight,0.25192,0.1659
BOTH,ClusterDiff,1,7,Same:contents,0.259897,0.123638
BOTH,ClusterDiff,1,8,~[color],0.255987,0.168427
BOTH,ClusterDiff,1,9,~[weight],0.178451,0.107545
BOTH,ClusterDiff,1,10,~[contents],0.198299,0.171502
COLS_ONLY,RawDistances,5,2,Different:color,0.657942,0.070709
COLS_ONLY,RawDistances,5,3,DecrementPattern:weight,0.531591,0.13175
COLS_ONLY,RawDistances,5,4,IncrementPattern:weight,0.571734,0.117355
COLS_ONLY,RawDistances,5,5,Same:contents,0.520904,0.165763
COLS_ONLY,RawDistances,5,6,~[color],0.367486,0.09854
COLS_ONLY,RawDistances,5,7,~[weight],0.25952,0.075954
COLS_ONLY,RawDistances,5,8,~[contents],0.295679,0.095713
COLS_ONLY,RawDistances,5,9,[color],0.265994,0.069049
COLS_ONLY,RawDistances,5,10,[weight],0.302434,0.093278
COLS_ONLY,ClusterDiff,15,2,Decrement,0.908701,0.019955
COLS_ONLY,ClusterDiff,15,3,Increment,0.901976,0.055084
COLS_ONLY,ClusterDiff,15,4,Same,0.789223,0.073509
COLS_ONLY,ClusterDiff,15,5,Averaged,0.73893,0.075996
BOTH,RawDistances,13,2,[contents],0.774736,0.031759
BOTH,RawDistances,13,3,Permutation,0.630801,0.038297
BOTH,RawDistances,13,4,Decrement,0.586429,0.063143
BOTH,RawDistances,13,5,Increment,0.695766,0.043107
BOTH,RawDistances,13,6,Same,0.523775,0.042785
BOTH,RawDistances,13,7,Averaged,0.45172,0.038169
ROWS_ONLY,Pruning,8,2,~[color],0.875318,0.07497
ROWS_ONLY,Pruning,8,3,~[weight],0.602475,0.169775
ROWS_ONLY,Pruning,8,4,~[contents],0.728107,0.159795
ROWS_ONLY,Pruning,8,5,[color],0.635979,0.155307
ROWS_ONLY,Pruning,8,6,[weight],0.709636,0.111425
ROWS_ONLY,Pruning,8,7,[contents],0.550181,0.138584
ROWS_ONLY,Pruning,8,8,Permutation,0.507054,0.140913
ROWS_ONLY,Pruning,8,9,Decrement,0.581591,0.118581
ROWS_ONLY,Pruning,8,10,Increment,0.595323,0.172322
BOTH,Pruning,8,2,~[contents],0.87025,0.095788
BOTH,Pruning,8,3,[color],0.769021,0.142539
BOTH,Pruning,8,4,[weight],0.847964,0.098809
BOTH,Pruning,8,5,[contents],0.725472,0.167799
BOTH,Pruning,8,6,Permutation,0.672675,0.173161
BOTH,Pruning,8,7,Decrement,0.726104,0.149758
BOTH,Pruning,8,8,Increment,0.720766,0.178069
BOTH,Pruning,8,9,Same,0.638972,0.188162
BOTH,Pruning,8,10,Averaged,0.60479,0.202574
ROWS_ONLY,Pruning,11,2,[color],0.872232,0.083123
ROWS_ONLY,Pruning,11,3,[weight],0.864321,0.045832
ROWS_ONLY,Pruning,11,4,[contents],0.743125,0.115881
ROWS_ONLY,Pruning,11,5,Permutation,0.717065,0.12637
ROWS_ONLY,Pruning,11,6,Decrement,0.758377,0.065136
ROWS_ONLY,Pruning,11,7,Increment,0.729194,0.139809
ROWS_ONLY,Pruning,11,8,Same,0.645427,0.137885
ROWS_ONLY,Pruning,11,9,Averaged,0.60602,0.150326
ROWS_ONLY,Pruning,5,2,DecrementPattern:weight,0.875747,0.082193
ROWS_ONLY,Pruning,5,3,IncrementPattern:weight,0.71121,0.147998
ROWS_ONLY,Pruning,5,4,Same:contents,0.602892,0.132659
ROWS_ONLY,Pruning,5,5,~[color],0.638353,0.141638
ROWS_ONLY,Pruning,5,6,~[weight],0.353864,0.16389
ROWS_ONLY,Pruning,5,7,~[contents],0.491286,0.206541
COLS_ONLY,Pruning,4,5,~[color],0.563642,0.157424
COLS_ONLY,Pruning,4,6,~[weight],0.316288,0.162591
COLS_ONLY,Pruning,4,7,~[contents],0.438429,0.199812
COLS_ONLY,Pruning,4,8,[color],0.357599,0.148031
COLS_ONLY,Pruning,4,9,[weight],0.464238,0.153956
COLS_ONLY,Pruning,4,10,[contents],0.327833,0.127463
COLS_ONLY,ClusterDiff,4,2,Different:color,0.747432,0.085697
COLS_ONLY,ClusterDiff,4,3,DecrementPattern:weight,0.721299,0.147944
COLS_ONLY,ClusterDiff,4,4,IncrementPattern:weight,0.614556,0.160594
COLS_ONLY,ClusterDiff,4,5,Same:contents,0.496898,0.154531
COLS_ONLY,ClusterDiff,4,6,~[color],0.495983,0.174114
COLS_ONLY,ClusterDiff,4,7,~[weight],0.31351,0.166004
COLS_ONLY,ClusterDiff,4,8,~[contents],0.4475,0.196576
COLS_ONLY,ClusterDiff,4,9,[color],0.333547,0.143872
COLS_ONLY,ClusterDiff,4,10,[weight],0.426358,0.164822
COLS_ONLY,ClusterDiff,8,2,~[color],0.848555,0.074877
COLS_ONLY,ClusterDiff,8,3,~[weight],0.572071,0.152347
COLS_ONLY,ClusterDiff,8,4,~[contents],0.705,0.143827
COLS_ONLY,ClusterDiff,8,5,[color],0.622706,0.133334
COLS_ONLY,ClusterDiff,8,6,[weight],0.702997,0.11099
COLS_ONLY,ClusterDiff,8,7,[contents],0.554903,0.137247
COLS_ONLY,ClusterDiff,8,8,Permutation,0.50579,0.125479
COLS_ONLY,ClusterDiff,8,9,Decrement,0.582143,0.101195
COLS_ONLY,ClusterDiff,8,10,Increment,0.559073,0.146211
BOTH,Pruning,4,2,IncrementPattern:weight,0.859234,0.113036
BOTH,Pruning,4,3,Same:contents,0.638102,0.163204
BOTH,Pruning,4,4,~[color],0.649133,0.164588
BOTH,Pruning,4,5,~[weight],0.410581,0.208081
BOTH,Pruning,4,6,~[contents],0.521679,0.215153
BOTH,Pruning,4,7,[color],0.420917,0.192973
BOTH,Pruning,4,8,[weight],0.513444,0.189481
BOTH,Pruning,4,9,[contents],0.397792,0.177858
BOTH,Pruning,4,10,Permutation,0.36974,0.178187
COLS_ONLY,RawDistances,11,2,~[contents],0.688571,0.035718
COLS_ONLY,RawDistances,11,3,[color],0.568685,0.053497
COLS_ONLY,RawDistances,11,4,[weight],0.586589,0.053808
COLS_ONLY,RawDistances,11,5,[contents],0.473042,0.053162
COLS_ONLY,RawDistances,11,6,Permutation,0.396219,0.047111
COLS_ONLY,RawDistances,11,7,Decrement,0.351494,0.066948
COLS_ONLY,RawDistances,11,8,Increment,0.493468,0.056763
COLS_ONLY,RawDistances,11,9,Same,0.358873,0.047778
COLS_ONLY,RawDistances,11,10,Averaged,0.30915,0.043123
COLS_ONLY,ClusterDiff,12,2,[weight],0.9325,0.024287
COLS_ONLY,ClusterDiff,12,3,[contents],0.755514,0.083558
COLS_ONLY,ClusterDiff,12,4,Permutation,0.710214,0.093704
COLS_ONLY,ClusterDiff,12,5,Decrement,0.742825,0.051142
COLS_ONLY,ClusterDiff,12,6,Increment,0.759758,0.096326
COLS_ONLY,ClusterDiff,12,7,Same,0.665503,0.116227
COLS_ONLY,ClusterDiff,12,8,Averaged,0.6095,0.10935
BOTH,ClusterDiff,7,2,~[color],0.871185,0.086616
BOTH,ClusterDiff,7,3,~[weight],0.595833,0.183438
BOTH,ClusterDiff,7,4,~[contents],0.718821,0.143223
BOTH,ClusterDiff,7,5,[color],0.63341,0.161311
BOTH,ClusterDiff,7,6,[weight],0.719089,0.124684
BOTH,ClusterDiff,7,7,[contents],0.574833,0.174585
BOTH,ClusterDiff,7,8,Permutation,0.530959,0.169936
BOTH,ClusterDiff,7,9,Decrement,0.600519,0.120171
BOTH,ClusterDiff,7,10,Increment,0.627097,0.202328
ROWS_ONLY,ClusterDiff,3,2,Same:weight,0.803742,0.11733
ROWS_ONLY,ClusterDiff,3,3,Same:color,0.543207,0.142662
ROWS_ONLY,ClusterDiff,3,4,Different:color,0.48801,0.119432
ROWS_ONLY,ClusterDiff,3,5,DecrementPattern:weight,0.556688,0.152369
ROWS_ONLY,ClusterDiff,3,6,IncrementPattern:weight,0.418911,0.190946
ROWS_ONLY,ClusterDiff,3,7,Same:contents,0.368464,0.138298
ROWS_ONLY,ClusterDiff,3,8,~[color],0.402775,0.170202
ROWS_ONLY,ClusterDiff,3,9,~[weight],0.226995,0.132224
ROWS_ONLY,ClusterDiff,3,10,~[contents],0.354821,0.186211
BOTH,ClusterDiff,10,2,[color],0.858807,0.071881
BOTH,ClusterDiff,10,3,[weight],0.873195,0.059124
BOTH,ClusterDiff,10,4,[contents],0.741986,0.12792
BOTH,ClusterDiff,10,5,Permutation,0.711275,0.130504
BOTH,ClusterDiff,10,6,Decrement,0.738929,0.086495
BOTH,ClusterDiff,10,7,Increment,0.780484,0.154347
BOTH,ClusterDiff,10,8,Same,0.666663,0.15051
BOTH,ClusterDiff,10,9,Averaged,0.62589,0.161557
COLS_ONLY,ClusterDiff,17,2,Same,0.913457,0.026559
COLS_ONLY,ClusterDiff,17,3,Averaged,0.82314,0.0525
COLS_ONLY,Pruning,17,2,Averaged,0.92943,0.038972
ROWS_ONLY,RawDistances,17,2,Decrement,0.75211,0.024767
ROWS_ONLY,RawDistances,17,3,Increment,0.816331,0.018708
ROWS_ONLY,RawDistances,17,4,Same,0.615033,0.02583
ROWS_ONLY,RawDistances,17,5,Averaged,0.53214,0.020865
COLS_ONLY,ClusterDiff,5,2,DecrementPattern:weight,0.830065,0.092869
COLS_ONLY,ClusterDiff,5,3,IncrementPattern:weight,0.704677,0.156024
COLS_ONLY,ClusterDiff,5,4,Same:contents,0.624608,0.130272
COLS_ONLY,ClusterDiff,5,5,~[color],0.603237,0.139225
COLS_ONLY,ClusterDiff,5,6,~[weight],0.347551,0.156317
COLS_ONLY,ClusterDiff,5,7,~[contents],0.472929,0.192964
COLS_ONLY,ClusterDiff,5,8,[color],0.397982,0.139667
COLS_ONLY,ClusterDiff,5,9,[weight],0.512765,0.13415
COLS_ONLY,ClusterDiff,5,10,[contents],0.373431,0.125336
BOTH,Pruning,7,2,~[weight],0.755682,0.150828
BOTH,Pruning,7,3,~[contents],0.786143,0.138269
BOTH,Pruning,7,4,[color],0.688119,0.176516
BOTH,Pruning,7,5,[weight],0.796341,0.11759
BOTH,Pruning,7,6,[contents],0.644333,0.183436
BOTH,Pruning,7,7,Permutation,0.584842,0.200486
BOTH,Pruning,7,8,Decrement,0.681331,0.166739
BOTH,Pruning,7,9,Increment,0.66996,0.177204
BOTH,Pruning,7,10,Same,0.584705,0.197453
COLS_ONLY,Pruning,15,2,Increment,0.964839,0.019455
COLS_ONLY,Pruning,15,3,Same,0.858359,0.077382
COLS_ONLY,Pruning,15,4,Averaged,0.81854,0.088487
ROWS_ONLY,Pruning,4,2,Different:color,0.757687,0.084848
ROWS_ONLY,Pruning,4,3,DecrementPattern:weight,0.724675,0.149163
ROWS_ONLY,Pruning,4,4,IncrementPattern:weight,0.624798,0.164937
ROWS_ONLY,Pruning,4,5,Same:contents,0.4825,0.152639
ROWS_ONLY,Pruning,4,6,~[color],0.494942,0.170398
ROWS_ONLY,Pruning,4,7,~[weight],0.308838,0.162504
ROWS_ONLY,Pruning,4,8,~[contents],0.441036,0.195657
ROWS_ONLY,Pruning,4,9,[color],0.330963,0.151451
ROWS_ONLY,Pruning,4,10,[weight],0.424586,0.166556
ROWS_ONLY,RawDistances,8,2,IncrementPattern:weight,0.865565,0.075726
ROWS_ONLY,RawDistances,8,3,Same:contents,0.701627,0.099559
ROWS_ONLY,RawDistances,8,4,~[color],0.544249,0.078883
ROWS_ONLY,RawDistances,8,5,~[weight],0.368535,0.08152
ROWS_ONLY,RawDistances,8,6,~[contents],0.399,0.091555
ROWS_ONLY,RawDistances,8,7,[color],0.382722,0.065107
ROWS_ONLY,RawDistances,8,8,[weight],0.442301,0.080295
ROWS_ONLY,RawDistances,8,9,[contents],0.354722,0.061629
ROWS_ONLY,RawDistances,8,10,Permutation,0.309492,0.054375
BOTH,RawDistances,14,2,Permutation,0.76421,0.028731
BOTH,RawDistances,14,3,Decrement,0.654026,0.04472
BOTH,RawDistances,14,4,Increment,0.770202,0.025387
BOTH,RawDistances,14,5,Same,0.561105,0.037492
BOTH,RawDistances,14,6,Averaged,0.50399,0.037572
COLS_ONLY,RawDistances,18,2,Same,0.757177,0.018478
COLS_ONLY,RawDistances,18,3,Averaged,0.59143,0.022073
ROWS_ONLY,ClusterDiff,2,2,Different:contents,0.674783,0.086889
ROWS_ONLY,ClusterDiff,2,3,Same:weight,0.569768,0.18944
ROWS_ONLY,ClusterDiff,2,4,Same:color,0.429552,0.143441
ROWS_ONLY,ClusterDiff,2,5,Different:color,0.379558,0.116943
ROWS_ONLY,ClusterDiff,2,6,DecrementPattern:weight,0.463636,0.180974
ROWS_ONLY,ClusterDiff,2,7,IncrementPattern:weight,0.272056,0.160204
ROWS_ONLY,ClusterDiff,2,8,Same:contents,0.246898,0.120658
ROWS_ONLY,ClusterDiff,2,9,~[color],0.364653,0.142533
ROWS_ONLY,ClusterDiff,2,10,~[weight],0.184318,0.111413
COLS_ONLY,RawDistances,7,2,IncrementPattern:weight,0.810363,0.064293
COLS_ONLY,RawDistances,7,3,Same:contents,0.643223,0.131965
COLS_ONLY,RawDistances,7,4,~[color],0.513699,0.091847
COLS_ONLY,RawDistances,7,5,~[weight],0.353662,0.09102
COLS_ONLY,RawDistances,7,6,~[contents],0.363214,0.076355
COLS_ONLY,RawDistances,7,7,[color],0.345398,0.072181
COLS_ONLY,RawDistances,7,8,[weight],0.373444,0.082212
COLS_ONLY,RawDistances,7,9,[contents],0.303014,0.075638
COLS_ONLY,RawDistances,7,10,Permutation,0.264221,0.064085
COLS_ONLY,RawDistances,2,2,Different:contents,0.611826,0.087117
COLS_ONLY,RawDistances,2,3,Same:weight,0.487699,0.134991
COLS_ONLY,RawDistances,2,4,Same:color,0.338966,0.09873
COLS_ONLY,RawDistances,2,5,Different:color,0.315187,0.086119
COLS_ONLY,RawDistances,2,6,DecrementPattern:weight,0.293019,0.133064
COLS_ONLY,RawDistances,2,7,IncrementPattern:weight,0.297177,0.122965
COLS_ONLY,RawDistances,2,8,Same:contents,0.26491,0.156443
COLS_ONLY,RawDistances,2,9,~[color],0.237572,0.107941
COLS_ONLY,RawDistances,2,10,~[weight],0.148081,0.074745
COLS_ONLY,Pruning,10,2,[color],0.870856,0.073843
COLS_ONLY,Pruning,10,3,[weight],0.868113,0.055182
COLS_ONLY,Pruning,10,4,[contents],0.728236,0.10765
COLS_ONLY,Pruning,10,5,Permutation,0.690914,0.123613
COLS_ONLY,Pruning,10,6,Decrement,0.803377,0.095561
COLS_ONLY,Pruning,10,7,Increment,0.696935,0.121032
COLS_ONLY,Pruning,10,8,Same,0.639573,0.140898
COLS_ONLY,Pruning,10,9,Averaged,0.60026,0.151278
BOTH,ClusterDiff,4,2,DecrementPattern:weight,0.825649,0.119946
BOTH,ClusterDiff,4,3,IncrementPattern:weight,0.687903,0.163188
BOTH,ClusterDiff,4,4,Same:contents,0.604458,0.163237
BOTH,ClusterDiff,4,5,~[color],0.590607,0.185009
BOTH,ClusterDiff,4,6,~[weight],0.355101,0.199597
BOTH,ClusterDiff,4,7,~[contents],0.466143,0.213074
BOTH,ClusterDiff,4,8,[color],0.388761,0.179452
BOTH,ClusterDiff,4,9,[weight],0.497583,0.170665
BOTH,ClusterDiff,4,10,[contents],0.3725,0.174426
BOTH,Pruning,15,2,Same,0.960853,0.047052
BOTH,Pruning,15,3,Averaged,0.90405,0.102247
ROWS_ONLY,Pruning,12,2,[weight],0.950894,0.024163
ROWS_ONLY,Pruning,12,3,[contents],0.783764,0.091332
ROWS_ONLY,Pruning,12,4,Permutation,0.749063,0.115573
ROWS_ONLY,Pruning,12,5,Decrement,0.792792,0.073789
ROWS_ONLY,Pruning,12,6,Increment,0.777782,0.108855
ROWS_ONLY,Pruning,12,7,Same,0.683851,0.140015
ROWS_ONLY,Pruning,12,8,Averaged,0.63222,0.135048
BOTH,RawDistances,5,2,DecrementPattern:weight,0.691201,0.135123
BOTH,RawDistances,5,3,IncrementPattern:weight,0.705444,0.100313
BOTH,RawDistances,5,4,Same:contents,0.639548,0.161711
BOTH,RawDistances,5,5,~[color],0.461416,0.105694
BOTH,RawDistances,5,6,~[weight],0.317374,0.089454
BOTH,RawDistances,5,7,~[contents],0.353607,0.114315
BOTH,RawDistances,5,8,[color],0.33419,0.083544
BOTH,RawDistances,5,9,[weight],0.383328,0.109609
BOTH,RawDistances,5,10,[contents],0.305194,0.084365
BOTH,RawDistances,6,2,IncrementPattern:weight,0.857782,0.075493
BOTH,RawDistances,6,3,Same:contents,0.658283,0.145422
BOTH,RawDistances,6,4,~[color],0.528642,0.105666
BOTH,RawDistances,6,5,~[weight],0.356288,0.104199
BOTH,RawDistances,6,6,~[contents],0.393393,0.093757
BOTH,RawDistances,6,7,[color],0.363853,0.081606
BOTH,RawDistances,6,8,[weight],0.411242,0.096864
BOTH,RawDistances,6,9,[contents],0.328375,0.086522
BOTH,RawDistances,6,10,Permutation,0.291716,0.074035
COLS_ONLY,Pruning,11,2,[weight],0.945811,0.024183
COLS_ONLY,Pruning,11,3,[contents],0.767694,0.100852
